"","country_code","year","income_level"
"103","AND",2006,"H"
"104","AND",2007,"H"
"105","AND",2008,"H"
"106","AND",2009,"H"
"107","AND",2010,"H"
"108","AND",2011,"H"
"109","AND",2012,"H"
"110","AND",2013,"H"
"111","AND",2014,"H"
"112","AND",2015,"H"
"113","AND",2016,"H"
"114","AND",2017,"H"
"115","AND",2018,"H"
"116","AND",2019,"H"
"117","AND",2020,"H"
"118","AND",2021,"H"
"119","AND",2022,"H"
"120","AND",2023,"H"
"121","ANT",2000,"H"
"122","ANT",2001,"H"
"123","ANT",2002,"H"
"124","ANT",2003,"H"
"125","ANT",2004,"H"
"126","ANT",2005,"H"
"127","ANT",2006,"H"
"128","ANT",2007,"H"
"129","ANT",2008,"H"
"130","ANT",2009,"H"
"131","ANT",2010,NA
"132","ANT",2011,NA
"133","ANT",2012,NA
"134","ANT",2013,NA
"135","ANT",2014,NA
"136","ANT",2015,NA
"137","ANT",2016,NA
"138","ANT",2017,NA
"139","ANT",2018,NA
"140","ANT",2019,NA
"141","ANT",2020,NA
"142","ANT",2021,NA
"143","ANT",2022,NA
"144","ANT",2023,NA
"145","ARE",2000,"H"
"146","ARE",2001,"H"
"147","ARE",2002,"H"
"148","ARE",2003,"H"
"149","ARE",2004,"H"
"150","ARE",2005,"H"
"151","ARE",2006,"H"
"152","ARE",2007,"H"
"153","ARE",2008,"H"
"154","ARE",2009,"H"
"155","ARE",2010,"H"
"156","ARE",2011,"H"
"157","ARE",2012,"H"
"158","ARE",2013,"H"
"159","ARE",2014,"H"
"160","ARE",2015,"H"
"161","ARE",2016,"H"
"162","ARE",2017,"H"
"163","ARE",2018,"H"
"164","ARE",2019,"H"
"165","ARE",2020,"H"
"166","ARE",2021,"H"
"167","ARE",2022,"H"
"168","ARE",2023,"H"
"169","ARG",2000,"UM"
"170","ARG",2001,"UM"
"171","ARG",2002,"UM"
"172","ARG",2003,"UM"
"173","ARG",2004,"UM"
"174","ARG",2005,"UM"
"175","ARG",2006,"UM"
"176","ARG",2007,"UM"
"177","ARG",2008,"UM"
"178","ARG",2009,"UM"
"179","ARG",2010,"UM"
"180","ARG",2011,"UM"
"181","ARG",2012,"UM"
"182","ARG",2013,"UM"
"183","ARG",2014,"H"
"184","ARG",2015,"UM"
"185","ARG",2016,"UM"
"186","ARG",2017,"H"
"187","ARG",2018,"UM"
"188","ARG",2019,"UM"
"189","ARG",2020,"UM"
"190","ARG",2021,"UM"
"191","ARG",2022,"UM"
"192","ARG",2023,"UM"
"193","ARM",2000,"L"
"194","ARM",2001,"L"
"195","ARM",2002,"LM"
"196","ARM",2003,"LM"
"197","ARM",2004,"LM"
"198","ARM",2005,"LM"
"199","ARM",2006,"LM"
"200","ARM",2007,"LM"
"201","ARM",2008,"LM"
"202","ARM",2009,"LM"
"203","ARM",2010,"LM"
"204","ARM",2011,"LM"
"205","ARM",2012,"LM"
"206","ARM",2013,"LM"
"207","ARM",2014,"LM"
"208","ARM",2015,"LM"
"209","ARM",2016,"LM"
"210","ARM",2017,"UM"
"211","ARM",2018,"UM"
"212","ARM",2019,"UM"
"213","ARM",2020,"UM"
"214","ARM",2021,"UM"
"215","ARM",2022,"UM"
"216","ARM",2023,"UM"
"217","ASM",2000,"UM"
"218","ASM",2001,"UM"
"219","ASM",2002,"UM"
"220","ASM",2003,"UM"
"221","ASM",2004,"UM"
"222","ASM",2005,"UM"
"223","ASM",2006,"UM"
"224","ASM",2007,"UM"
"225","ASM",2008,"UM"
"226","ASM",2009,"UM"
"227","ASM",2010,"UM"
"228","ASM",2011,"UM"
"229","ASM",2012,"UM"
"230","ASM",2013,"UM"
"231","ASM",2014,"UM"
"232","ASM",2015,"UM"
"233","ASM",2016,"UM"
"234","ASM",2017,"UM"
"235","ASM",2018,"UM"
"236","ASM",2019,"UM"
"237","ASM",2020,"UM"
"238","ASM",2021,"UM"
"239","ASM",2022,"H"
"240","ASM",2023,"H"
"241","ATG",2000,"UM"
"242","ATG",2001,"UM"
"243","ATG",2002,"H"
"244","ATG",2003,"UM"
"245","ATG",2004,"UM"
"246","ATG",2005,"H"
"247","ATG",2006,"H"
"248","ATG",2007,"H"
"249","ATG",2008,"H"
"250","ATG",2009,"UM"
"251","ATG",2010,"UM"
"252","ATG",2011,"UM"
"253","ATG",2012,"H"
"254","ATG",2013,"H"
"255","ATG",2014,"H"
"256","ATG",2015,"H"
"257","ATG",2016,"H"
"258","ATG",2017,"H"
"259","ATG",2018,"H"
"260","ATG",2019,"H"
"261","ATG",2020,"H"
"262","ATG",2021,"H"
"263","ATG",2022,"H"
"264","ATG",2023,"H"
"265","AUS",2000,"H"
"266","AUS",2001,"H"
"267","AUS",2002,"H"
"268","AUS",2003,"H"
"269","AUS",2004,"H"
"270","AUS",2005,"H"
"271","AUS",2006,"H"
"272","AUS",2007,"H"
"273","AUS",2008,"H"
"274","AUS",2009,"H"
"275","AUS",2010,"H"
"276","AUS",2011,"H"
"277","AUS",2012,"H"
"278","AUS",2013,"H"
"279","AUS",2014,"H"
"280","AUS",2015,"H"
"281","AUS",2016,"H"
"282","AUS",2017,"H"
"283","AUS",2018,"H"
"284","AUS",2019,"H"
"285","AUS",2020,"H"
"286","AUS",2021,"H"
"287","AUS",2022,"H"
"288","AUS",2023,"H"
"289","AUT",2000,"H"
"290","AUT",2001,"H"
"291","AUT",2002,"H"
"292","AUT",2003,"H"
"293","AUT",2004,"H"
"294","AUT",2005,"H"
"295","AUT",2006,"H"
"296","AUT",2007,"H"
"297","AUT",2008,"H"
"298","AUT",2009,"H"
"299","AUT",2010,"H"
"300","AUT",2011,"H"
"301","AUT",2012,"H"
"302","AUT",2013,"H"
"303","AUT",2014,"H"
"304","AUT",2015,"H"
"305","AUT",2016,"H"
"306","AUT",2017,"H"
"307","AUT",2018,"H"
"308","AUT",2019,"H"
"309","AUT",2020,"H"
"310","AUT",2021,"H"
"311","AUT",2022,"H"
"312","AUT",2023,"H"
"313","AZE",2000,"L"
"314","AZE",2001,"L"
"315","AZE",2002,"L"
"316","AZE",2003,"LM"
"317","AZE",2004,"LM"
"318","AZE",2005,"LM"
"319","AZE",2006,"LM"
"320","AZE",2007,"LM"
"321","AZE",2008,"LM"
"322","AZE",2009,"UM"
"323","AZE",2010,"UM"
"324","AZE",2011,"UM"
"325","AZE",2012,"UM"
"326","AZE",2013,"UM"
"327","AZE",2014,"UM"
"328","AZE",2015,"UM"
"329","AZE",2016,"UM"
"330","AZE",2017,"UM"
"331","AZE",2018,"UM"
"332","AZE",2019,"UM"
"333","AZE",2020,"UM"
"334","AZE",2021,"UM"
"335","AZE",2022,"UM"
"336","AZE",2023,"UM"
"337","BDI",2000,"L"
"338","BDI",2001,"L"
"339","BDI",2002,"L"
"340","BDI",2003,"L"
"341","BDI",2004,"L"
"342","BDI",2005,"L"
"343","BDI",2006,"L"
"344","BDI",2007,"L"
"345","BDI",2008,"L"
"346","BDI",2009,"L"
"347","BDI",2010,"L"
"348","BDI",2011,"L"
"349","BDI",2012,"L"
"350","BDI",2013,"L"
"351","BDI",2014,"L"
"352","BDI",2015,"L"
"353","BDI",2016,"L"
"354","BDI",2017,"L"
"355","BDI",2018,"L"
"356","BDI",2019,"L"
"357","BDI",2020,"L"
"358","BDI",2021,"L"
"359","BDI",2022,"L"
"360","BDI",2023,"L"
"361","BEL",2000,"H"
"362","BEL",2001,"H"
"363","BEL",2002,"H"
"364","BEL",2003,"H"
"365","BEL",2004,"H"
"366","BEL",2005,"H"
"367","BEL",2006,"H"
"368","BEL",2007,"H"
"369","BEL",2008,"H"
"370","BEL",2009,"H"
"371","BEL",2010,"H"
"372","BEL",2011,"H"
"373","BEL",2012,"H"
"374","BEL",2013,"H"
"375","BEL",2014,"H"
"376","BEL",2015,"H"
"377","BEL",2016,"H"
"378","BEL",2017,"H"
"379","BEL",2018,"H"
"380","BEL",2019,"H"
"381","BEL",2020,"H"
"382","BEL",2021,"H"
"383","BEL",2022,"H"
"384","BEL",2023,"H"
"385","BEN",2000,"L"
"386","BEN",2001,"L"
"387","BEN",2002,"L"
"388","BEN",2003,"L"
"389","BEN",2004,"L"
"390","BEN",2005,"L"
"391","BEN",2006,"L"
"392","BEN",2007,"L"
"393","BEN",2008,"L"
"394","BEN",2009,"L"
"395","BEN",2010,"L"
"396","BEN",2011,"L"
"397","BEN",2012,"L"
"398","BEN",2013,"L"
"399","BEN",2014,"L"
"400","BEN",2015,"L"
"401","BEN",2016,"L"
"402","BEN",2017,"L"
"403","BEN",2018,"L"
"404","BEN",2019,"LM"
"405","BEN",2020,"LM"
"406","BEN",2021,"LM"
"407","BEN",2022,"LM"
"408","BEN",2023,"LM"
"409","BFA",2000,"L"
"410","BFA",2001,"L"
"411","BFA",2002,"L"
"412","BFA",2003,"L"
"413","BFA",2004,"L"
"414","BFA",2005,"L"
"415","BFA",2006,"L"
"416","BFA",2007,"L"
"417","BFA",2008,"L"
"418","BFA",2009,"L"
"419","BFA",2010,"L"
"420","BFA",2011,"L"
"421","BFA",2012,"L"
"422","BFA",2013,"L"
"423","BFA",2014,"L"
"424","BFA",2015,"L"
"425","BFA",2016,"L"
"426","BFA",2017,"L"
"427","BFA",2018,"L"
"428","BFA",2019,"L"
"429","BFA",2020,"L"
"430","BFA",2021,"L"
"431","BFA",2022,"L"
"432","BFA",2023,"L"
"433","BGD",2000,"L"
"434","BGD",2001,"L"
"435","BGD",2002,"L"
"436","BGD",2003,"L"
"437","BGD",2004,"L"
"438","BGD",2005,"L"
"439","BGD",2006,"L"
"440","BGD",2007,"L"
"441","BGD",2008,"L"
"442","BGD",2009,"L"
"443","BGD",2010,"L"
"444","BGD",2011,"L"
"445","BGD",2012,"L"
"446","BGD",2013,"L"
"447","BGD",2014,"LM"
"448","BGD",2015,"LM"
"449","BGD",2016,"LM"
"450","BGD",2017,"LM"
"451","BGD",2018,"LM"
"452","BGD",2019,"LM"
"453","BGD",2020,"LM"
"454","BGD",2021,"LM"
"455","BGD",2022,"LM"
"456","BGD",2023,"LM"
"457","BGR",2000,"LM"
"458","BGR",2001,"LM"
"459","BGR",2002,"LM"
"460","BGR",2003,"LM"
"461","BGR",2004,"LM"
"462","BGR",2005,"LM"
"463","BGR",2006,"UM"
"464","BGR",2007,"UM"
"465","BGR",2008,"UM"
"466","BGR",2009,"UM"
"467","BGR",2010,"UM"
"468","BGR",2011,"UM"
"469","BGR",2012,"UM"
"470","BGR",2013,"UM"
"471","BGR",2014,"UM"
"472","BGR",2015,"UM"
"473","BGR",2016,"UM"
"474","BGR",2017,"UM"
"475","BGR",2018,"UM"
"476","BGR",2019,"UM"
"477","BGR",2020,"UM"
"478","BGR",2021,"UM"
"479","BGR",2022,"UM"
"480","BGR",2023,"H"
"481","BHR",2000,"UM"
"482","BHR",2001,"H"
"483","BHR",2002,"H"
"484","BHR",2003,"H"
"485","BHR",2004,"H"
"486","BHR",2005,"H"
"487","BHR",2006,"H"
"488","BHR",2007,"H"
"489","BHR",2008,"H"
"490","BHR",2009,"H"
"491","BHR",2010,"H"
"492","BHR",2011,"H"
"493","BHR",2012,"H"
"494","BHR",2013,"H"
"495","BHR",2014,"H"
"496","BHR",2015,"H"
"497","BHR",2016,"H"
"498","BHR",2017,"H"
"499","BHR",2018,"H"
"500","BHR",2019,"H"
"501","BHR",2020,"H"
"502","BHR",2021,"H"
"503","BHR",2022,"H"
"504","BHR",2023,"H"
"505","BHS",2000,"H"
"506","BHS",2001,"H"
"507","BHS",2002,"H"
"508","BHS",2003,"H"
"509","BHS",2004,"H"
"510","BHS",2005,"H"
"511","BHS",2006,"H"
"512","BHS",2007,"H"
"513","BHS",2008,"H"
"514","BHS",2009,"H"
"515","BHS",2010,"H"
"516","BHS",2011,"H"
"517","BHS",2012,"H"
"518","BHS",2013,"H"
"519","BHS",2014,"H"
"520","BHS",2015,"H"
"521","BHS",2016,"H"
"522","BHS",2017,"H"
"523","BHS",2018,"H"
"524","BHS",2019,"H"
"525","BHS",2020,"H"
"526","BHS",2021,"H"
"527","BHS",2022,"H"
"528","BHS",2023,"H"
"529","BIH",2000,"LM"
"530","BIH",2001,"LM"
"531","BIH",2002,"LM"
"532","BIH",2003,"LM"
"533","BIH",2004,"LM"
"534","BIH",2005,"LM"
"535","BIH",2006,"LM"
"536","BIH",2007,"LM"
"537","BIH",2008,"UM"
"538","BIH",2009,"UM"
"539","BIH",2010,"UM"
"540","BIH",2011,"UM"
"541","BIH",2012,"UM"
"542","BIH",2013,"UM"
"543","BIH",2014,"UM"
"544","BIH",2015,"UM"
"545","BIH",2016,"UM"
"546","BIH",2017,"UM"
"547","BIH",2018,"UM"
"548","BIH",2019,"UM"
"549","BIH",2020,"UM"
"550","BIH",2021,"UM"
"551","BIH",2022,"UM"
"552","BIH",2023,"UM"
"553","BLR",2000,"LM"
"554","BLR",2001,"LM"
"555","BLR",2002,"LM"
"556","BLR",2003,"LM"
"557","BLR",2004,"LM"
"558","BLR",2005,"LM"
"559","BLR",2006,"LM"
"560","BLR",2007,"UM"
"561","BLR",2008,"UM"
"562","BLR",2009,"UM"
"563","BLR",2010,"UM"
"564","BLR",2011,"UM"
"565","BLR",2012,"UM"
"566","BLR",2013,"UM"
"567","BLR",2014,"UM"
"568","BLR",2015,"UM"
"569","BLR",2016,"UM"
"570","BLR",2017,"UM"
"571","BLR",2018,"UM"
"572","BLR",2019,"UM"
"573","BLR",2020,"UM"
"574","BLR",2021,"UM"
"575","BLR",2022,"UM"
"576","BLR",2023,"UM"
"577","BLZ",2000,"LM"
"578","BLZ",2001,"LM"
"579","BLZ",2002,"UM"
"580","BLZ",2003,"UM"
"581","BLZ",2004,"UM"
"582","BLZ",2005,"UM"
"583","BLZ",2006,"UM"
"584","BLZ",2007,"UM"
"585","BLZ",2008,"LM"
"586","BLZ",2009,"LM"
"587","BLZ",2010,"LM"
"588","BLZ",2011,"LM"
"589","BLZ",2012,"UM"
"590","BLZ",2013,"UM"
"591","BLZ",2014,"UM"
"592","BLZ",2015,"UM"
"593","BLZ",2016,"UM"
"594","BLZ",2017,"UM"
"595","BLZ",2018,"UM"
"596","BLZ",2019,"UM"
"597","BLZ",2020,"LM"
"598","BLZ",2021,"UM"
"599","BLZ",2022,"UM"
"600","BLZ",2023,"UM"
"601","BMU",2000,"H"
"602","BMU",2001,"H"
"603","BMU",2002,"H"
"604","BMU",2003,"H"
"605","BMU",2004,"H"
"606","BMU",2005,"H"
"607","BMU",2006,"H"
"608","BMU",2007,"H"
"609","BMU",2008,"H"
"610","BMU",2009,"H"
"611","BMU",2010,"H"
"612","BMU",2011,"H"
"613","BMU",2012,"H"
"614","BMU",2013,"H"
"615","BMU",2014,"H"
"616","BMU",2015,"H"
"617","BMU",2016,"H"
"618","BMU",2017,"H"
"619","BMU",2018,"H"
"620","BMU",2019,"H"
"621","BMU",2020,"H"
"622","BMU",2021,"H"
"623","BMU",2022,"H"
"624","BMU",2023,"H"
"625","BOL",2000,"LM"
"626","BOL",2001,"LM"
"627","BOL",2002,"LM"
"628","BOL",2003,"LM"
"629","BOL",2004,"LM"
"630","BOL",2005,"LM"
"631","BOL",2006,"LM"
"632","BOL",2007,"LM"
"633","BOL",2008,"LM"
"634","BOL",2009,"LM"
"635","BOL",2010,"LM"
"636","BOL",2011,"LM"
"637","BOL",2012,"LM"
"638","BOL",2013,"LM"
"639","BOL",2014,"LM"
"640","BOL",2015,"LM"
"641","BOL",2016,"LM"
"642","BOL",2017,"LM"
"643","BOL",2018,"LM"
"644","BOL",2019,"LM"
"645","BOL",2020,"LM"
"646","BOL",2021,"LM"
"647","BOL",2022,"LM"
"648","BOL",2023,"LM"
"649","BRA",2000,"UM"
"650","BRA",2001,"UM"
"651","BRA",2002,"LM"
"652","BRA",2003,"LM"
"653","BRA",2004,"LM"
"654","BRA",2005,"LM"
"655","BRA",2006,"UM"
"656","BRA",2007,"UM"
"657","BRA",2008,"UM"
"658","BRA",2009,"UM"
"659","BRA",2010,"UM"
"660","BRA",2011,"UM"
"661","BRA",2012,"UM"
"662","BRA",2013,"UM"
"663","BRA",2014,"UM"
"664","BRA",2015,"UM"
"665","BRA",2016,"UM"
"666","BRA",2017,"UM"
"667","BRA",2018,"UM"
"668","BRA",2019,"UM"
"669","BRA",2020,"UM"
"670","BRA",2021,"UM"
"671","BRA",2022,"UM"
"672","BRA",2023,"UM"
"673","BRB",2000,"H"
"674","BRB",2001,"UM"
"675","BRB",2002,"H"
"676","BRB",2003,"UM"
"677","BRB",2004,"UM"
"678","BRB",2005,"UM"
"679","BRB",2006,"H"
"680","BRB",2007,"H"
"681","BRB",2008,"H"
"682","BRB",2009,"H"
"683","BRB",2010,"H"
"684","BRB",2011,"H"
"685","BRB",2012,"H"
"686","BRB",2013,"H"
"687","BRB",2014,"H"
"688","BRB",2015,"H"
"689","BRB",2016,"H"
"690","BRB",2017,"H"
"691","BRB",2018,"H"
"692","BRB",2019,"H"
"693","BRB",2020,"H"
"694","BRB",2021,"H"
"695","BRB",2022,"H"
"696","BRB",2023,"H"
"697","BRN",2000,"H"
"698","BRN",2001,"H"
"699","BRN",2002,"H"
"700","BRN",2003,"H"
"701","BRN",2004,"H"
"702","BRN",2005,"H"
"703","BRN",2006,"H"
"704","BRN",2007,"H"
"705","BRN",2008,"H"
"706","BRN",2009,"H"
"707","BRN",2010,"H"
"708","BRN",2011,"H"
"709","BRN",2012,"H"
"710","BRN",2013,"H"
"711","BRN",2014,"H"
"712","BRN",2015,"H"
"713","BRN",2016,"H"
"714","BRN",2017,"H"
"715","BRN",2018,"H"
"716","BRN",2019,"H"
"717","BRN",2020,"H"
"718","BRN",2021,"H"
"719","BRN",2022,"H"
"720","BRN",2023,"H"
"721","BTN",2000,"L"
"722","BTN",2001,"L"
"723","BTN",2002,"L"
"724","BTN",2003,"L"
"725","BTN",2004,"L"
"726","BTN",2005,"L"
"727","BTN",2006,"LM"
"728","BTN",2007,"LM"
"729","BTN",2008,"LM"
"730","BTN",2009,"LM"
"731","BTN",2010,"LM"
"732","BTN",2011,"LM"
"733","BTN",2012,"LM"
"734","BTN",2013,"LM"
"735","BTN",2014,"LM"
"736","BTN",2015,"LM"
"737","BTN",2016,"LM"
"738","BTN",2017,"LM"
"739","BTN",2018,"LM"
"740","BTN",2019,"LM"
"741","BTN",2020,"LM"
"742","BTN",2021,"LM"
"743","BTN",2022,"LM"
"744","BTN",2023,"LM"
"745","BWA",2000,"UM"
"746","BWA",2001,"UM"
"747","BWA",2002,"UM"
"748","BWA",2003,"UM"
"749","BWA",2004,"UM"
"750","BWA",2005,"UM"
"751","BWA",2006,"UM"
"752","BWA",2007,"UM"
"753","BWA",2008,"UM"
"754","BWA",2009,"UM"
"755","BWA",2010,"UM"
"756","BWA",2011,"UM"
"757","BWA",2012,"UM"
"758","BWA",2013,"UM"
"759","BWA",2014,"UM"
"760","BWA",2015,"UM"
"761","BWA",2016,"UM"
"762","BWA",2017,"UM"
"763","BWA",2018,"UM"
"764","BWA",2019,"UM"
"765","BWA",2020,"UM"
"766","BWA",2021,"UM"
"767","BWA",2022,"UM"
"768","BWA",2023,"UM"
"769","CAF",2000,"L"
"770","CAF",2001,"L"
"771","CAF",2002,"L"
"772","CAF",2003,"L"
"773","CAF",2004,"L"
"774","CAF",2005,"L"
"775","CAF",2006,"L"
"776","CAF",2007,"L"
"777","CAF",2008,"L"
"778","CAF",2009,"L"
"779","CAF",2010,"L"
"780","CAF",2011,"L"
"781","CAF",2012,"L"
"782","CAF",2013,"L"
"783","CAF",2014,"L"
"784","CAF",2015,"L"
"785","CAF",2016,"L"
"786","CAF",2017,"L"
"787","CAF",2018,"L"
"788","CAF",2019,"L"
"789","CAF",2020,"L"
"790","CAF",2021,"L"
"791","CAF",2022,"L"
"792","CAF",2023,"L"
"793","CAN",2000,"H"
"794","CAN",2001,"H"
"795","CAN",2002,"H"
"796","CAN",2003,"H"
"797","CAN",2004,"H"
"798","CAN",2005,"H"
"799","CAN",2006,"H"
"800","CAN",2007,"H"
"801","CAN",2008,"H"
"802","CAN",2009,"H"
"803","CAN",2010,"H"
"804","CAN",2011,"H"
"805","CAN",2012,"H"
"806","CAN",2013,"H"
"807","CAN",2014,"H"
"808","CAN",2015,"H"
"809","CAN",2016,"H"
"810","CAN",2017,"H"
"811","CAN",2018,"H"
"812","CAN",2019,"H"
"813","CAN",2020,"H"
"814","CAN",2021,"H"
"815","CAN",2022,"H"
"816","CAN",2023,"H"
"817","CHE",2000,"H"
"818","CHE",2001,"H"
"819","CHE",2002,"H"
"820","CHE",2003,"H"
"821","CHE",2004,"H"
"822","CHE",2005,"H"
"823","CHE",2006,"H"
"824","CHE",2007,"H"
"825","CHE",2008,"H"
"826","CHE",2009,"H"
"827","CHE",2010,"H"
"828","CHE",2011,"H"
"829","CHE",2012,"H"
"830","CHE",2013,"H"
"831","CHE",2014,"H"
"832","CHE",2015,"H"
"833","CHE",2016,"H"
"834","CHE",2017,"H"
"835","CHE",2018,"H"
"836","CHE",2019,"H"
"837","CHE",2020,"H"
"838","CHE",2021,"H"
"839","CHE",2022,"H"
"840","CHE",2023,"H"
"841","CHI",2000,"H"
"842","CHI",2001,"H"
"843","CHI",2002,"H"
"844","CHI",2003,"H"
"845","CHI",2004,"H"
"846","CHI",2005,"H"
"847","CHI",2006,"H"
"848","CHI",2007,"H"
"849","CHI",2008,"H"
"850","CHI",2009,"H"
"851","CHI",2010,"H"
"852","CHI",2011,"H"
"853","CHI",2012,"H"
"854","CHI",2013,"H"
"855","CHI",2014,"H"
"856","CHI",2015,"H"
"857","CHI",2016,"H"
"858","CHI",2017,"H"
"859","CHI",2018,"H"
"860","CHI",2019,"H"
"861","CHI",2020,"H"
"862","CHI",2021,"H"
"863","CHI",2022,"H"
"864","CHI",2023,"H"
"865","CHL",2000,"UM"
"866","CHL",2001,"UM"
"867","CHL",2002,"UM"
"868","CHL",2003,"UM"
"869","CHL",2004,"UM"
"870","CHL",2005,"UM"
"871","CHL",2006,"UM"
"872","CHL",2007,"UM"
"873","CHL",2008,"UM"
"874","CHL",2009,"UM"
"875","CHL",2010,"UM"
"876","CHL",2011,"UM"
"877","CHL",2012,"H"
"878","CHL",2013,"H"
"879","CHL",2014,"H"
"880","CHL",2015,"H"
"881","CHL",2016,"H"
"882","CHL",2017,"H"
"883","CHL",2018,"H"
"884","CHL",2019,"H"
"885","CHL",2020,"H"
"886","CHL",2021,"H"
"887","CHL",2022,"H"
"888","CHL",2023,"H"
"889","CHN",2000,"LM"
"890","CHN",2001,"LM"
"891","CHN",2002,"LM"
"892","CHN",2003,"LM"
"893","CHN",2004,"LM"
"894","CHN",2005,"LM"
"895","CHN",2006,"LM"
"896","CHN",2007,"LM"
"897","CHN",2008,"LM"
"898","CHN",2009,"LM"
"899","CHN",2010,"UM"
"900","CHN",2011,"UM"
"901","CHN",2012,"UM"
"902","CHN",2013,"UM"
"903","CHN",2014,"UM"
"904","CHN",2015,"UM"
"905","CHN",2016,"UM"
"906","CHN",2017,"UM"
"907","CHN",2018,"UM"
"908","CHN",2019,"UM"
"909","CHN",2020,"UM"
"910","CHN",2021,"UM"
"911","CHN",2022,"UM"
"912","CHN",2023,"UM"
"913","CIV",2000,"L"
"914","CIV",2001,"L"
"915","CIV",2002,"L"
"916","CIV",2003,"L"
"917","CIV",2004,"L"
"918","CIV",2005,"L"
"919","CIV",2006,"L"
"920","CIV",2007,"L"
"921","CIV",2008,"LM"
"922","CIV",2009,"LM"
"923","CIV",2010,"LM"
"924","CIV",2011,"LM"
"925","CIV",2012,"LM"
"926","CIV",2013,"LM"
"927","CIV",2014,"LM"
"928","CIV",2015,"LM"
"929","CIV",2016,"LM"
"930","CIV",2017,"LM"
"931","CIV",2018,"LM"
"932","CIV",2019,"LM"
"933","CIV",2020,"LM"
"934","CIV",2021,"LM"
"935","CIV",2022,"LM"
"936","CIV",2023,"LM"
"937","CMR",2000,"L"
"938","CMR",2001,"L"
"939","CMR",2002,"L"
"940","CMR",2003,"L"
"941","CMR",2004,"L"
"942","CMR",2005,"LM"
"943","CMR",2006,"LM"
"944","CMR",2007,"LM"
"945","CMR",2008,"LM"
"946","CMR",2009,"LM"
"947","CMR",2010,"LM"
"948","CMR",2011,"LM"
"949","CMR",2012,"LM"
"950","CMR",2013,"LM"
"951","CMR",2014,"LM"
"952","CMR",2015,"LM"
"953","CMR",2016,"LM"
"954","CMR",2017,"LM"
"955","CMR",2018,"LM"
"956","CMR",2019,"LM"
"957","CMR",2020,"LM"
"958","CMR",2021,"LM"
"959","CMR",2022,"LM"
"960","CMR",2023,"LM"
"961","COD",2000,"L"
"962","COD",2001,"L"
"963","COD",2002,"L"
"964","COD",2003,"L"
"965","COD",2004,"L"
"966","COD",2005,"L"
"967","COD",2006,"L"
"968","COD",2007,"L"
"969","COD",2008,"L"
"970","COD",2009,"L"
"971","COD",2010,"L"
"972","COD",2011,"L"
"973","COD",2012,"L"
"974","COD",2013,"L"
"975","COD",2014,"L"
"976","COD",2015,"L"
"977","COD",2016,"L"
"978","COD",2017,"L"
"979","COD",2018,"L"
"980","COD",2019,"L"
"981","COD",2020,"L"
"982","COD",2021,"L"
"983","COD",2022,"L"
"984","COD",2023,"L"
"985","COG",2000,"L"
"986","COG",2001,"L"
"987","COG",2002,"L"
"988","COG",2003,"L"
"989","COG",2004,"L"
"990","COG",2005,"LM"
"991","COG",2006,"LM"
"992","COG",2007,"LM"
"993","COG",2008,"LM"
"994","COG",2009,"LM"
"995","COG",2010,"LM"
"996","COG",2011,"LM"
"997","COG",2012,"LM"
"998","COG",2013,"LM"
"999","COG",2014,"LM"
"1000","COG",2015,"LM"
"1001","COG",2016,"LM"
"1002","COG",2017,"LM"
"1003","COG",2018,"LM"
"1004","COG",2019,"LM"
"1005","COG",2020,"LM"
"1006","COG",2021,"LM"
"1007","COG",2022,"LM"
"1008","COG",2023,"LM"
"1009","COL",2000,"LM"
"1010","COL",2001,"LM"
"1011","COL",2002,"LM"
"1012","COL",2003,"LM"
"1013","COL",2004,"LM"
"1014","COL",2005,"LM"
"1015","COL",2006,"LM"
