"","country_code","year","income_level"
"1820","GMB",2019,"L"
"1821","GMB",2020,"L"
"1822","GMB",2021,"L"
"1823","GMB",2022,"L"
"1824","GMB",2023,"L"
"1825","GNB",2000,"L"
"1826","GNB",2001,"L"
"1827","GNB",2002,"L"
"1828","GNB",2003,"L"
"1829","GNB",2004,"L"
"1830","GNB",2005,"L"
"1831","GNB",2006,"L"
"1832","GNB",2007,"L"
"1833","GNB",2008,"L"
"1834","GNB",2009,"L"
"1835","GNB",2010,"L"
"1836","GNB",2011,"L"
"1837","GNB",2012,"L"
"1838","GNB",2013,"L"
"1839","GNB",2014,"L"
"1840","GNB",2015,"L"
"1841","GNB",2016,"L"
"1842","GNB",2017,"L"
"1843","GNB",2018,"L"
"1844","GNB",2019,"L"
"1845","GNB",2020,"L"
"1846","GNB",2021,"L"
"1847","GNB",2022,"L"
"1848","GNB",2023,"L"
"1849","GNQ",2000,"LM"
"1850","GNQ",2001,"L"
"1851","GNQ",2002,"L"
"1852","GNQ",2003,"L"
"1853","GNQ",2004,"UM"
"1854","GNQ",2005,"UM"
"1855","GNQ",2006,"UM"
"1856","GNQ",2007,"H"
"1857","GNQ",2008,"H"
"1858","GNQ",2009,"H"
"1859","GNQ",2010,"H"
"1860","GNQ",2011,"H"
"1861","GNQ",2012,"H"
"1862","GNQ",2013,"H"
"1863","GNQ",2014,"H"
"1864","GNQ",2015,"UM"
"1865","GNQ",2016,"UM"
"1866","GNQ",2017,"UM"
"1867","GNQ",2018,"UM"
"1868","GNQ",2019,"UM"
"1869","GNQ",2020,"UM"
"1870","GNQ",2021,"UM"
"1871","GNQ",2022,"UM"
"1872","GNQ",2023,"UM"
"1873","GRC",2000,"H"
"1874","GRC",2001,"H"
"1875","GRC",2002,"H"
"1876","GRC",2003,"H"
"1877","GRC",2004,"H"
"1878","GRC",2005,"H"
"1879","GRC",2006,"H"
"1880","GRC",2007,"H"
"1881","GRC",2008,"H"
"1882","GRC",2009,"H"
"1883","GRC",2010,"H"
"1884","GRC",2011,"H"
"1885","GRC",2012,"H"
"1886","GRC",2013,"H"
"1887","GRC",2014,"H"
"1888","GRC",2015,"H"
"1889","GRC",2016,"H"
"1890","GRC",2017,"H"
"1891","GRC",2018,"H"
"1892","GRC",2019,"H"
"1893","GRC",2020,"H"
"1894","GRC",2021,"H"
"1895","GRC",2022,"H"
"1896","GRC",2023,"H"
"1897","GRD",2000,"UM"
"1898","GRD",2001,"UM"
"1899","GRD",2002,"UM"
"1900","GRD",2003,"UM"
"1901","GRD",2004,"UM"
"1902","GRD",2005,"UM"
"1903","GRD",2006,"UM"
"1904","GRD",2007,"UM"
"1905","GRD",2008,"UM"
"1906","GRD",2009,"UM"
"1907","GRD",2010,"UM"
"1908","GRD",2011,"UM"
"1909","GRD",2012,"UM"
"1910","GRD",2013,"UM"
"1911","GRD",2014,"UM"
"1912","GRD",2015,"UM"
"1913","GRD",2016,"UM"
"1914","GRD",2017,"UM"
"1915","GRD",2018,"UM"
"1916","GRD",2019,"UM"
"1917","GRD",2020,"UM"
"1918","GRD",2021,"UM"
"1919","GRD",2022,"UM"
"1920","GRD",2023,"UM"
"1921","GRL",2000,"H"
"1922","GRL",2001,"H"
"1923","GRL",2002,"H"
"1924","GRL",2003,"H"
"1925","GRL",2004,"H"
"1926","GRL",2005,"H"
"1927","GRL",2006,"H"
"1928","GRL",2007,"H"
"1929","GRL",2008,"H"
"1930","GRL",2009,"H"
"1931","GRL",2010,"H"
"1932","GRL",2011,"H"
"1933","GRL",2012,"H"
"1934","GRL",2013,"H"
"1935","GRL",2014,"H"
"1936","GRL",2015,"H"
"1937","GRL",2016,"H"
"1938","GRL",2017,"H"
"1939","GRL",2018,"H"
"1940","GRL",2019,"H"
"1941","GRL",2020,"H"
"1942","GRL",2021,"H"
"1943","GRL",2022,"H"
"1944","GRL",2023,"H"
"1945","GTM",2000,"LM"
"1946","GTM",2001,"LM"
"1947","GTM",2002,"LM"
"1948","GTM",2003,"LM"
"1949","GTM",2004,"LM"
"1950","GTM",2005,"LM"
"1951","GTM",2006,"LM"
"1952","GTM",2007,"LM"
"1953","GTM",2008,"LM"
"1954","GTM",2009,"LM"
"1955","GTM",2010,"LM"
"1956","GTM",2011,"LM"
"1957","GTM",2012,"LM"
"1958","GTM",2013,"LM"
"1959","GTM",2014,"LM"
"1960","GTM",2015,"LM"
"1961","GTM",2016,"LM"
"1962","GTM",2017,"UM"
"1963","GTM",2018,"UM"
"1964","GTM",2019,"UM"
"1965","GTM",2020,"UM"
"1966","GTM",2021,"UM"
"1967","GTM",2022,"UM"
"1968","GTM",2023,"UM"
"1969","GUM",2000,"H"
"1970","GUM",2001,"H"
"1971","GUM",2002,"H"
"1972","GUM",2003,"H"
"1973","GUM",2004,"H"
"1974","GUM",2005,"H"
"1975","GUM",2006,"H"
"1976","GUM",2007,"H"
"1977","GUM",2008,"H"
"1978","GUM",2009,"H"
"1979","GUM",2010,"H"
"1980","GUM",2011,"H"
"1981","GUM",2012,"H"
"1982","GUM",2013,"H"
"1983","GUM",2014,"H"
"1984","GUM",2015,"H"
"1985","GUM",2016,"H"
"1986","GUM",2017,"H"
"1987","GUM",2018,"H"
"1988","GUM",2019,"H"
"1989","GUM",2020,"H"
"1990","GUM",2021,"H"
"1991","GUM",2022,"H"
"1992","GUM",2023,"H"
"1993","GUY",2000,"LM"
"1994","GUY",2001,"LM"
"1995","GUY",2002,"LM"
"1996","GUY",2003,"LM"
"1997","GUY",2004,"LM"
"1998","GUY",2005,"LM"
"1999","GUY",2006,"LM"
"2000","GUY",2007,"LM"
"2001","GUY",2008,"LM"
"2002","GUY",2009,"LM"
"2003","GUY",2010,"LM"
"2004","GUY",2011,"LM"
"2005","GUY",2012,"LM"
"2006","GUY",2013,"LM"
"2007","GUY",2014,"LM"
"2008","GUY",2015,"UM"
"2009","GUY",2016,"UM"
"2010","GUY",2017,"UM"
"2011","GUY",2018,"UM"
"2012","GUY",2019,"UM"
"2013","GUY",2020,"UM"
"2014","GUY",2021,"UM"
"2015","GUY",2022,"H"
"2016","GUY",2023,"H"
"2017","HKG",2000,"H"
"2018","HKG",2001,"H"
"2019","HKG",2002,"H"
"2020","HKG",2003,"H"
"2021","HKG",2004,"H"
"2022","HKG",2005,"H"
"2023","HKG",2006,"H"
"2024","HKG",2007,"H"
"2025","HKG",2008,"H"
"2026","HKG",2009,"H"
"2027","HKG",2010,"H"
"2028","HKG",2011,"H"
"2029","HKG",2012,"H"
"2030","HKG",2013,"H"
"2031","HKG",2014,"H"
"2032","HKG",2015,"H"
"2033","HKG",2016,"H"
"2034","HKG",2017,"H"
"2035","HKG",2018,"H"
"2036","HKG",2019,"H"
"2037","HKG",2020,"H"
"2038","HKG",2021,"H"
"2039","HKG",2022,"H"
"2040","HKG",2023,"H"
"2041","HND",2000,"LM"
"2042","HND",2001,"LM"
"2043","HND",2002,"LM"
"2044","HND",2003,"LM"
"2045","HND",2004,"LM"
"2046","HND",2005,"LM"
"2047","HND",2006,"LM"
"2048","HND",2007,"LM"
"2049","HND",2008,"LM"
"2050","HND",2009,"LM"
"2051","HND",2010,"LM"
"2052","HND",2011,"LM"
"2053","HND",2012,"LM"
"2054","HND",2013,"LM"
"2055","HND",2014,"LM"
"2056","HND",2015,"LM"
"2057","HND",2016,"LM"
"2058","HND",2017,"LM"
"2059","HND",2018,"LM"
"2060","HND",2019,"LM"
"2061","HND",2020,"LM"
"2062","HND",2021,"LM"
"2063","HND",2022,"LM"
"2064","HND",2023,"LM"
"2065","HRV",2000,"UM"
"2066","HRV",2001,"UM"
"2067","HRV",2002,"UM"
"2068","HRV",2003,"UM"
"2069","HRV",2004,"UM"
"2070","HRV",2005,"UM"
"2071","HRV",2006,"UM"
"2072","HRV",2007,"UM"
"2073","HRV",2008,"H"
"2074","HRV",2009,"H"
"2075","HRV",2010,"H"
"2076","HRV",2011,"H"
"2077","HRV",2012,"H"
"2078","HRV",2013,"H"
"2079","HRV",2014,"H"
"2080","HRV",2015,"H"
"2081","HRV",2016,"UM"
"2082","HRV",2017,"H"
"2083","HRV",2018,"H"
"2084","HRV",2019,"H"
"2085","HRV",2020,"H"
"2086","HRV",2021,"H"
"2087","HRV",2022,"H"
"2088","HRV",2023,"H"
"2089","HTI",2000,"L"
"2090","HTI",2001,"L"
"2091","HTI",2002,"L"
"2092","HTI",2003,"L"
"2093","HTI",2004,"L"
"2094","HTI",2005,"L"
"2095","HTI",2006,"L"
"2096","HTI",2007,"L"
"2097","HTI",2008,"L"
"2098","HTI",2009,"L"
"2099","HTI",2010,"L"
"2100","HTI",2011,"L"
"2101","HTI",2012,"L"
"2102","HTI",2013,"L"
"2103","HTI",2014,"L"
"2104","HTI",2015,"L"
"2105","HTI",2016,"L"
"2106","HTI",2017,"L"
"2107","HTI",2018,"L"
"2108","HTI",2019,"L"
"2109","HTI",2020,"LM"
"2110","HTI",2021,"LM"
"2111","HTI",2022,"LM"
"2112","HTI",2023,"LM"
"2113","HUN",2000,"UM"
"2114","HUN",2001,"UM"
"2115","HUN",2002,"UM"
"2116","HUN",2003,"UM"
"2117","HUN",2004,"UM"
"2118","HUN",2005,"UM"
"2119","HUN",2006,"UM"
"2120","HUN",2007,"H"
"2121","HUN",2008,"H"
"2122","HUN",2009,"H"
"2123","HUN",2010,"H"
"2124","HUN",2011,"H"
"2125","HUN",2012,"UM"
"2126","HUN",2013,"UM"
"2127","HUN",2014,"H"
"2128","HUN",2015,"H"
"2129","HUN",2016,"H"
"2130","HUN",2017,"H"
"2131","HUN",2018,"H"
"2132","HUN",2019,"H"
"2133","HUN",2020,"H"
"2134","HUN",2021,"H"
"2135","HUN",2022,"H"
"2136","HUN",2023,"H"
"2137","IDN",2000,"L"
"2138","IDN",2001,"L"
"2139","IDN",2002,"L"
"2140","IDN",2003,"LM"
"2141","IDN",2004,"LM"
"2142","IDN",2005,"LM"
"2143","IDN",2006,"LM"
"2144","IDN",2007,"LM"
"2145","IDN",2008,"LM"
"2146","IDN",2009,"LM"
"2147","IDN",2010,"LM"
"2148","IDN",2011,"LM"
"2149","IDN",2012,"LM"
"2150","IDN",2013,"LM"
"2151","IDN",2014,"LM"
"2152","IDN",2015,"LM"
"2153","IDN",2016,"LM"
"2154","IDN",2017,"LM"
"2155","IDN",2018,"LM"
"2156","IDN",2019,"UM"
"2157","IDN",2020,"LM"
"2158","IDN",2021,"LM"
"2159","IDN",2022,"UM"
"2160","IDN",2023,"UM"
"2161","IMN",2000,"UM"
"2162","IMN",2001,"UM"
"2163","IMN",2002,"H"
"2164","IMN",2003,"H"
"2165","IMN",2004,"H"
"2166","IMN",2005,"H"
"2167","IMN",2006,"H"
"2168","IMN",2007,"H"
"2169","IMN",2008,"H"
"2170","IMN",2009,"H"
"2171","IMN",2010,"H"
"2172","IMN",2011,"H"
"2173","IMN",2012,"H"
"2174","IMN",2013,"H"
"2175","IMN",2014,"H"
"2176","IMN",2015,"H"
"2177","IMN",2016,"H"
"2178","IMN",2017,"H"
"2179","IMN",2018,"H"
"2180","IMN",2019,"H"
"2181","IMN",2020,"H"
"2182","IMN",2021,"H"
"2183","IMN",2022,"H"
"2184","IMN",2023,"H"
"2185","IND",2000,"L"
"2186","IND",2001,"L"
"2187","IND",2002,"L"
"2188","IND",2003,"L"
"2189","IND",2004,"L"
"2190","IND",2005,"L"
"2191","IND",2006,"L"
"2192","IND",2007,"LM"
"2193","IND",2008,"LM"
"2194","IND",2009,"LM"
"2195","IND",2010,"LM"
"2196","IND",2011,"LM"
"2197","IND",2012,"LM"
"2198","IND",2013,"LM"
"2199","IND",2014,"LM"
"2200","IND",2015,"LM"
"2201","IND",2016,"LM"
"2202","IND",2017,"LM"
"2203","IND",2018,"LM"
"2204","IND",2019,"LM"
"2205","IND",2020,"LM"
"2206","IND",2021,"LM"
"2207","IND",2022,"LM"
"2208","IND",2023,"LM"
"2209","IRL",2000,"H"
"2210","IRL",2001,"H"
"2211","IRL",2002,"H"
"2212","IRL",2003,"H"
"2213","IRL",2004,"H"
"2214","IRL",2005,"H"
"2215","IRL",2006,"H"
"2216","IRL",2007,"H"
"2217","IRL",2008,"H"
"2218","IRL",2009,"H"
"2219","IRL",2010,"H"
"2220","IRL",2011,"H"
"2221","IRL",2012,"H"
"2222","IRL",2013,"H"
"2223","IRL",2014,"H"
"2224","IRL",2015,"H"
"2225","IRL",2016,"H"
"2226","IRL",2017,"H"
"2227","IRL",2018,"H"
"2228","IRL",2019,"H"
"2229","IRL",2020,"H"
"2230","IRL",2021,"H"
"2231","IRL",2022,"H"
"2232","IRL",2023,"H"
"2233","IRN",2000,"LM"
"2234","IRN",2001,"LM"
"2235","IRN",2002,"LM"
"2236","IRN",2003,"LM"
"2237","IRN",2004,"LM"
"2238","IRN",2005,"LM"
"2239","IRN",2006,"LM"
"2240","IRN",2007,"LM"
"2241","IRN",2008,"LM"
"2242","IRN",2009,"UM"
"2243","IRN",2010,"UM"
"2244","IRN",2011,"UM"
"2245","IRN",2012,"UM"
"2246","IRN",2013,"UM"
"2247","IRN",2014,"UM"
"2248","IRN",2015,"UM"
"2249","IRN",2016,"UM"
"2250","IRN",2017,"UM"
"2251","IRN",2018,"UM"
"2252","IRN",2019,"UM"
"2253","IRN",2020,"LM"
"2254","IRN",2021,"LM"
"2255","IRN",2022,"LM"
"2256","IRN",2023,"UM"
"2257","IRQ",2000,"LM"
"2258","IRQ",2001,"LM"
"2259","IRQ",2002,"LM"
"2260","IRQ",2003,"LM"
"2261","IRQ",2004,"LM"
"2262","IRQ",2005,"LM"
"2263","IRQ",2006,"LM"
"2264","IRQ",2007,"LM"
"2265","IRQ",2008,"LM"
"2266","IRQ",2009,"LM"
"2267","IRQ",2010,"LM"
"2268","IRQ",2011,"LM"
"2269","IRQ",2012,"UM"
"2270","IRQ",2013,"UM"
"2271","IRQ",2014,"UM"
"2272","IRQ",2015,"UM"
"2273","IRQ",2016,"UM"
"2274","IRQ",2017,"UM"
"2275","IRQ",2018,"UM"
"2276","IRQ",2019,"UM"
"2277","IRQ",2020,"UM"
"2278","IRQ",2021,"UM"
"2279","IRQ",2022,"UM"
"2280","IRQ",2023,"UM"
"2281","ISL",2000,"H"
"2282","ISL",2001,"H"
"2283","ISL",2002,"H"
"2284","ISL",2003,"H"
"2285","ISL",2004,"H"
"2286","ISL",2005,"H"
"2287","ISL",2006,"H"
"2288","ISL",2007,"H"
"2289","ISL",2008,"H"
"2290","ISL",2009,"H"
"2291","ISL",2010,"H"
"2292","ISL",2011,"H"
"2293","ISL",2012,"H"
"2294","ISL",2013,"H"
"2295","ISL",2014,"H"
"2296","ISL",2015,"H"
"2297","ISL",2016,"H"
"2298","ISL",2017,"H"
"2299","ISL",2018,"H"
"2300","ISL",2019,"H"
"2301","ISL",2020,"H"
"2302","ISL",2021,"H"
"2303","ISL",2022,"H"
"2304","ISL",2023,"H"
"2305","ISR",2000,"H"
"2306","ISR",2001,"H"
"2307","ISR",2002,"H"
"2308","ISR",2003,"H"
"2309","ISR",2004,"H"
"2310","ISR",2005,"H"
"2311","ISR",2006,"H"
"2312","ISR",2007,"H"
"2313","ISR",2008,"H"
"2314","ISR",2009,"H"
"2315","ISR",2010,"H"
"2316","ISR",2011,"H"
"2317","ISR",2012,"H"
"2318","ISR",2013,"H"
"2319","ISR",2014,"H"
"2320","ISR",2015,"H"
"2321","ISR",2016,"H"
"2322","ISR",2017,"H"
"2323","ISR",2018,"H"
"2324","ISR",2019,"H"
"2325","ISR",2020,"H"
"2326","ISR",2021,"H"
"2327","ISR",2022,"H"
"2328","ISR",2023,"H"
"2329","ITA",2000,"H"
"2330","ITA",2001,"H"
"2331","ITA",2002,"H"
"2332","ITA",2003,"H"
"2333","ITA",2004,"H"
"2334","ITA",2005,"H"
"2335","ITA",2006,"H"
"2336","ITA",2007,"H"
"2337","ITA",2008,"H"
"2338","ITA",2009,"H"
"2339","ITA",2010,"H"
"2340","ITA",2011,"H"
"2341","ITA",2012,"H"
"2342","ITA",2013,"H"
"2343","ITA",2014,"H"
"2344","ITA",2015,"H"
"2345","ITA",2016,"H"
"2346","ITA",2017,"H"
"2347","ITA",2018,"H"
"2348","ITA",2019,"H"
"2349","ITA",2020,"H"
"2350","ITA",2021,"H"
"2351","ITA",2022,"H"
"2352","ITA",2023,"H"
"2353","JAM",2000,"LM"
"2354","JAM",2001,"LM"
"2355","JAM",2002,"LM"
"2356","JAM",2003,"LM"
"2357","JAM",2004,"LM"
"2358","JAM",2005,"LM"
"2359","JAM",2006,"LM"
"2360","JAM",2007,"UM"
"2361","JAM",2008,"UM"
"2362","JAM",2009,"UM"
"2363","JAM",2010,"UM"
"2364","JAM",2011,"UM"
"2365","JAM",2012,"UM"
"2366","JAM",2013,"UM"
"2367","JAM",2014,"UM"
"2368","JAM",2015,"UM"
"2369","JAM",2016,"UM"
"2370","JAM",2017,"UM"
"2371","JAM",2018,"UM"
"2372","JAM",2019,"UM"
"2373","JAM",2020,"UM"
"2374","JAM",2021,"UM"
"2375","JAM",2022,"UM"
"2376","JAM",2023,"UM"
"2377","JOR",2000,"LM"
"2378","JOR",2001,"LM"
"2379","JOR",2002,"LM"
"2380","JOR",2003,"LM"
"2381","JOR",2004,"LM"
"2382","JOR",2005,"LM"
"2383","JOR",2006,"LM"
"2384","JOR",2007,"LM"
"2385","JOR",2008,"LM"
"2386","JOR",2009,"LM"
"2387","JOR",2010,"UM"
"2388","JOR",2011,"UM"
"2389","JOR",2012,"UM"
"2390","JOR",2013,"UM"
"2391","JOR",2014,"UM"
"2392","JOR",2015,"UM"
"2393","JOR",2016,"LM"
"2394","JOR",2017,"UM"
"2395","JOR",2018,"UM"
"2396","JOR",2019,"UM"
"2397","JOR",2020,"UM"
"2398","JOR",2021,"UM"
"2399","JOR",2022,"LM"
"2400","JOR",2023,"LM"
"2401","JPN",2000,"H"
"2402","JPN",2001,"H"
"2403","JPN",2002,"H"
"2404","JPN",2003,"H"
"2405","JPN",2004,"H"
"2406","JPN",2005,"H"
"2407","JPN",2006,"H"
"2408","JPN",2007,"H"
"2409","JPN",2008,"H"
"2410","JPN",2009,"H"
"2411","JPN",2010,"H"
"2412","JPN",2011,"H"
"2413","JPN",2012,"H"
"2414","JPN",2013,"H"
"2415","JPN",2014,"H"
"2416","JPN",2015,"H"
"2417","JPN",2016,"H"
"2418","JPN",2017,"H"
"2419","JPN",2018,"H"
"2420","JPN",2019,"H"
"2421","JPN",2020,"H"
"2422","JPN",2021,"H"
"2423","JPN",2022,"H"
"2424","JPN",2023,"H"
"2425","KAZ",2000,"LM"
"2426","KAZ",2001,"LM"
"2427","KAZ",2002,"LM"
"2428","KAZ",2003,"LM"
"2429","KAZ",2004,"LM"
"2430","KAZ",2005,"LM"
"2431","KAZ",2006,"UM"
"2432","KAZ",2007,"UM"
"2433","KAZ",2008,"UM"
"2434","KAZ",2009,"UM"
"2435","KAZ",2010,"UM"
"2436","KAZ",2011,"UM"
"2437","KAZ",2012,"UM"
"2438","KAZ",2013,"UM"
"2439","KAZ",2014,"UM"
"2440","KAZ",2015,"UM"
"2441","KAZ",2016,"UM"
"2442","KAZ",2017,"UM"
"2443","KAZ",2018,"UM"
"2444","KAZ",2019,"UM"
"2445","KAZ",2020,"UM"
"2446","KAZ",2021,"UM"
"2447","KAZ",2022,"UM"
"2448","KAZ",2023,"UM"
"2449","KEN",2000,"L"
"2450","KEN",2001,"L"
"2451","KEN",2002,"L"
"2452","KEN",2003,"L"
"2453","KEN",2004,"L"
"2454","KEN",2005,"L"
"2455","KEN",2006,"L"
"2456","KEN",2007,"L"
"2457","KEN",2008,"L"
"2458","KEN",2009,"L"
"2459","KEN",2010,"L"
"2460","KEN",2011,"L"
"2461","KEN",2012,"L"
"2462","KEN",2013,"L"
"2463","KEN",2014,"LM"
"2464","KEN",2015,"LM"
"2465","KEN",2016,"LM"
"2466","KEN",2017,"LM"
"2467","KEN",2018,"LM"
"2468","KEN",2019,"LM"
"2469","KEN",2020,"LM"
"2470","KEN",2021,"LM"
"2471","KEN",2022,"LM"
"2472","KEN",2023,"LM"
"2473","KGZ",2000,"L"
"2474","KGZ",2001,"L"
"2475","KGZ",2002,"L"
"2476","KGZ",2003,"L"
"2477","KGZ",2004,"L"
"2478","KGZ",2005,"L"
"2479","KGZ",2006,"L"
"2480","KGZ",2007,"L"
"2481","KGZ",2008,"L"
"2482","KGZ",2009,"L"
"2483","KGZ",2010,"L"
"2484","KGZ",2011,"L"
"2485","KGZ",2012,"L"
"2486","KGZ",2013,"LM"
"2487","KGZ",2014,"LM"
"2488","KGZ",2015,"LM"
"2489","KGZ",2016,"LM"
"2490","KGZ",2017,"LM"
"2491","KGZ",2018,"LM"
"2492","KGZ",2019,"LM"
"2493","KGZ",2020,"LM"
"2494","KGZ",2021,"LM"
"2495","KGZ",2022,"LM"
"2496","KGZ",2023,"LM"
"2497","KHM",2000,"L"
"2498","KHM",2001,"L"
"2499","KHM",2002,"L"
"2500","KHM",2003,"L"
"2501","KHM",2004,"L"
"2502","KHM",2005,"L"
"2503","KHM",2006,"L"
"2504","KHM",2007,"L"
"2505","KHM",2008,"L"
"2506","KHM",2009,"L"
"2507","KHM",2010,"L"
"2508","KHM",2011,"L"
"2509","KHM",2012,"L"
"2510","KHM",2013,"L"
"2511","KHM",2014,"L"
"2512","KHM",2015,"LM"
"2513","KHM",2016,"LM"
"2514","KHM",2017,"LM"
"2515","KHM",2018,"LM"
"2516","KHM",2019,"LM"
"2517","KHM",2020,"LM"
"2518","KHM",2021,"LM"
"2519","KHM",2022,"LM"
"2520","KHM",2023,"LM"
"2521","KIR",2000,"LM"
"2522","KIR",2001,"LM"
"2523","KIR",2002,"LM"
"2524","KIR",2003,"LM"
"2525","KIR",2004,"LM"
"2526","KIR",2005,"LM"
"2527","KIR",2006,"LM"
"2528","KIR",2007,"LM"
"2529","KIR",2008,"LM"
"2530","KIR",2009,"LM"
"2531","KIR",2010,"LM"
"2532","KIR",2011,"LM"
"2533","KIR",2012,"LM"
"2534","KIR",2013,"LM"
"2535","KIR",2014,"LM"
"2536","KIR",2015,"LM"
"2537","KIR",2016,"LM"
"2538","KIR",2017,"LM"
"2539","KIR",2018,"LM"
"2540","KIR",2019,"LM"
"2541","KIR",2020,"LM"
"2542","KIR",2021,"LM"
"2543","KIR",2022,"LM"
"2544","KIR",2023,"LM"
"2545","KNA",2000,"UM"
"2546","KNA",2001,"UM"
"2547","KNA",2002,"UM"
"2548","KNA",2003,"UM"
"2549","KNA",2004,"UM"
"2550","KNA",2005,"UM"
"2551","KNA",2006,"UM"
"2552","KNA",2007,"UM"
"2553","KNA",2008,"UM"
"2554","KNA",2009,"UM"
"2555","KNA",2010,"UM"
"2556","KNA",2011,"H"
"2557","KNA",2012,"H"
"2558","KNA",2013,"H"
"2559","KNA",2014,"H"
"2560","KNA",2015,"H"
"2561","KNA",2016,"H"
"2562","KNA",2017,"H"
"2563","KNA",2018,"H"
"2564","KNA",2019,"H"
"2565","KNA",2020,"H"
"2566","KNA",2021,"H"
"2567","KNA",2022,"H"
"2568","KNA",2023,"H"
"2569","KOR",2000,"UM"
"2570","KOR",2001,"H"
"2571","KOR",2002,"H"
"2572","KOR",2003,"H"
"2573","KOR",2004,"H"
"2574","KOR",2005,"H"
"2575","KOR",2006,"H"
"2576","KOR",2007,"H"
"2577","KOR",2008,"H"
"2578","KOR",2009,"H"
"2579","KOR",2010,"H"
"2580","KOR",2011,"H"
"2581","KOR",2012,"H"
"2582","KOR",2013,"H"
"2583","KOR",2014,"H"
"2584","KOR",2015,"H"
"2585","KOR",2016,"H"
"2586","KOR",2017,"H"
"2587","KOR",2018,"H"
"2588","KOR",2019,"H"
"2589","KOR",2020,"H"
"2590","KOR",2021,"H"
"2591","KOR",2022,"H"
"2592","KOR",2023,"H"
"2593","KWT",2000,"H"
"2594","KWT",2001,"H"
"2595","KWT",2002,"H"
"2596","KWT",2003,"H"
"2597","KWT",2004,"H"
"2598","KWT",2005,"H"
"2599","KWT",2006,"H"
"2600","KWT",2007,"H"
"2601","KWT",2008,"H"
"2602","KWT",2009,"H"
"2603","KWT",2010,"H"
"2604","KWT",2011,"H"
"2605","KWT",2012,"H"
"2606","KWT",2013,"H"
"2607","KWT",2014,"H"
"2608","KWT",2015,"H"
"2609","KWT",2016,"H"
"2610","KWT",2017,"H"
"2611","KWT",2018,"H"
"2612","KWT",2019,"H"
"2613","KWT",2020,"H"
"2614","KWT",2021,"H"
"2615","KWT",2022,"H"
"2616","KWT",2023,"H"
"2617","LAO",2000,"L"
"2618","LAO",2001,"L"
"2619","LAO",2002,"L"
"2620","LAO",2003,"L"
"2621","LAO",2004,"L"
"2622","LAO",2005,"L"
"2623","LAO",2006,"L"
"2624","LAO",2007,"L"
"2625","LAO",2008,"L"
"2626","LAO",2009,"L"
"2627","LAO",2010,"LM"
"2628","LAO",2011,"LM"
"2629","LAO",2012,"LM"
"2630","LAO",2013,"LM"
"2631","LAO",2014,"LM"
"2632","LAO",2015,"LM"
"2633","LAO",2016,"LM"
"2634","LAO",2017,"LM"
"2635","LAO",2018,"LM"
"2636","LAO",2019,"LM"
"2637","LAO",2020,"LM"
"2638","LAO",2021,"LM"
"2639","LAO",2022,"LM"
"2640","LAO",2023,"LM"
"2641","LBN",2000,"UM"
"2642","LBN",2001,"UM"
"2643","LBN",2002,"UM"
"2644","LBN",2003,"UM"
"2645","LBN",2004,"UM"
"2646","LBN",2005,"UM"
"2647","LBN",2006,"UM"
"2648","LBN",2007,"UM"
"2649","LBN",2008,"UM"
"2650","LBN",2009,"UM"
"2651","LBN",2010,"UM"
"2652","LBN",2011,"UM"
"2653","LBN",2012,"UM"
"2654","LBN",2013,"UM"
"2655","LBN",2014,"UM"
"2656","LBN",2015,"UM"
"2657","LBN",2016,"UM"
"2658","LBN",2017,"UM"
"2659","LBN",2018,"UM"
"2660","LBN",2019,"UM"
"2661","LBN",2020,"UM"
"2662","LBN",2021,"LM"
"2663","LBN",2022,"LM"
"2664","LBN",2023,"LM"
"2665","LBR",2000,"L"
"2666","LBR",2001,"L"
"2667","LBR",2002,"L"
"2668","LBR",2003,"L"
"2669","LBR",2004,"L"
"2670","LBR",2005,"L"
"2671","LBR",2006,"L"
"2672","LBR",2007,"L"
"2673","LBR",2008,"L"
"2674","LBR",2009,"L"
"2675","LBR",2010,"L"
"2676","LBR",2011,"L"
"2677","LBR",2012,"L"
"2678","LBR",2013,"L"
"2679","LBR",2014,"L"
"2680","LBR",2015,"L"
"2681","LBR",2016,"L"
"2682","LBR",2017,"L"
"2683","LBR",2018,"L"
"2684","LBR",2019,"L"
"2685","LBR",2020,"L"
"2686","LBR",2021,"L"
"2687","LBR",2022,"L"
"2688","LBR",2023,"L"
"2689","LBY",2000,"UM"
"2690","LBY",2001,"UM"
"2691","LBY",2002,"UM"
"2692","LBY",2003,"UM"
"2693","LBY",2004,"UM"
"2694","LBY",2005,"UM"
"2695","LBY",2006,"UM"
"2696","LBY",2007,"UM"
"2697","LBY",2008,"UM"
"2698","LBY",2009,"UM"
"2699","LBY",2010,"UM"
"2700","LBY",2011,"UM"
"2701","LBY",2012,"UM"
"2702","LBY",2013,"UM"
"2703","LBY",2014,"UM"
"2704","LBY",2015,"UM"
"2705","LBY",2016,"UM"
"2706","LBY",2017,"UM"
"2707","LBY",2018,"UM"
"2708","LBY",2019,"UM"
"2709","LBY",2020,"UM"
"2710","LBY",2021,"UM"
"2711","LBY",2022,"UM"
"2712","LBY",2023,"UM"
"2713","LCA",2000,"UM"
"2714","LCA",2001,"UM"
"2715","LCA",2002,"UM"
"2716","LCA",2003,"UM"
"2717","LCA",2004,"UM"
"2718","LCA",2005,"UM"
"2719","LCA",2006,"UM"
