"country_name.x","country_code","year","sdg_overall","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal14","goal15","goal16","goal17","country_name.y","spi_comp","p1_use","p2_services","p3_products","p4_sources","p5_infra","country_name.x.x","sci_overall","sci_method","sci_periodicity","sci_source","country_name.y.y","regime_type","regime_type_amb","elect_dem","lib_dem","part_dem","delib_dem","egal_dem","freefair","accountability","vt_account","hz_account","diag_account","academ_free","freexp_altinfo","gdp","gdp_pc","population","stat_yb_cov","stat_yb_pub","census","stat_agency"
"Montenegro","MNE",2019,71.7817724280621,98.8155,59.675375,76.0314285714286,86.134,51.1845,65.012,79.404,62.27425,58.7591428571429,69.9325,89.461,70.159,55.2072,59.19075,70.6598181818182,78.5316666666667,"Montenegro",69.0191666666667,100,64.2666666666667,67.1125,58.7166666666667,55,"Montenegro",85.55556667,80,86.6667,90,"Montenegro",1,4,0.459,0.357,0.302,0.359,0.357,0.352,0.639,0.457,0.5,0.905,0.638,0.703,1130.395,16.646,622028,NA,NA,NA,NA
"Mongolia","MNG",2019,64.6088133387446,94.7725,45.7532857142857,64.9492142857143,91.27325,63.48975,64.5806,36.92325,75.4721428571429,36.115,81.051,54.76225,57.7742857142857,NA,73.9806,65.1418181818182,73.9514,"Mongolia",76.6133333333333,100,80,77.475,65.5916666666667,60,"Mongolia",91.11113333,90,83.3334,100,"Mongolia",2,6,0.659,0.541,0.359,0.553,0.485,0.667,1.162,0.896,1.112,1.35,0.839,0.869,3206.326,9.323,3225166,NA,NA,NA,NA
"Mozambique","MOZ",2019,53.184899859944,2.345,52.09025,34.0225,51.0983333333333,65.23675,51.9216,35.586,67.8121428571429,21.642,17.6055,57.34325,97.4815714285714,71.9295,63.1962,50.5781,66.8836,"Mozambique",58.5704166666667,90,57.6333333333333,67.39375,37.825,40,"Mozambique",64.4445,40,83.3335,70,"Mozambique",1,3,0.393,0.254,0.245,0.264,0.246,0.246,0.382,0.273,0.242,0.59,0.638,0.641,4902.178,1.612,30366043,NA,NA,NA,NA
"Mauritania","MRT",2019,56.9376858798065,73.819,46.64875,50.9685,37.4353333333333,29.5935,57.1146,36.0975,51.0254285714286,23.1604285714286,83.067,53.606,92.6574285714286,71.5255,59.2476,48.7240909090909,56.368,"Mauritania",49.73875,80,62.4666666666667,47.79375,23.4333333333333,35,"Mauritania",54.44446667,30,93.3334,40,"Mauritania",1,3,0.405,0.187,0.257,0.283,0.181,0.411,0.339,0.522,-0.786,0.67,0.347,0.747,1742.103,3.767,4525698,NA,NA,NA,NA
"Mauritius","MUS",2019,70.2917993320405,97.9725,71.8608333333333,78.8313076923077,91.738,46.77875,71.1185,71.41875,74.8284,56.2427142857143,65.339,94.541,74.5626666666667,48.0895,36.5463333333333,65.9333333333333,57.884,"Mauritius",71.9070833333333,90,86.2,56.99375,56.3416666666667,70,"Mauritius",85.55556667,90,86.6667,80,"Mauritius",2,5,0.696,0.593,0.444,0.571,0.573,0.81,1.125,0.817,1.388,1.2,0.654,0.86,3401.85,25.003,1265711,NA,NA,NA,NA
"Malawi","MWI",2019,55.4693484916125,0.7895,62.815875,47.2579285714286,51.9866666666667,56.339,55.9174,39.823,66.7841428571429,18.7645714285714,58.507,54.8445,97.6491428571428,NA,63.0464,60.9601818181818,52.9356,"Malawi",58.3070833333333,90,61.2333333333333,66.54375,43.7583333333333,30,"Malawi",73.33333333,50,90,80,"Malawi",1,4,0.478,0.412,0.31,0.358,0.274,0.381,0.824,0.499,1.286,0.962,0.773,0.803,2563.303,1.307,18628749,NA,NA,NA,NA
"Malaysia","MYS",2019,67.8190135620915,98.797,48.507875,79.9799285714286,83.0513333333333,54.36525,73.7948,68.60575,79.2658571428571,78.1995714285714,46.735,71.062,71.1321428571429,64.8935,31.5394,64.5425555555556,62.9496,"Malaysia",68.8804166666667,80,84.0333333333333,73.01875,57.35,50,"Malaysia",78.8889,80,96.6667,60,"Malaysia",1,4,0.475,0.339,0.298,0.362,0.353,0.477,0.543,0.622,0.297,0.574,0.459,0.662,88971.514,26.265,31949789,NA,NA,NA,NA
"Namibia","NAM",2019,65.6599205882353,59.731,47.2288571428571,46.4948571428571,83.1475,87.35875,58.71,44.44,69.675,44.7312857142857,5.493,79.6716666666667,84.3808333333333,79.4071666666667,85.885,69.6698,81.0506,"Namibia",49.8808333333333,50,63.0666666666667,65.4625,40.875,30,"Namibia",50.00003333,30,70.0001,50,"Namibia",2,7,0.659,0.519,0.392,0.491,0.387,0.727,0.94,0.747,0.718,1.16,0.699,0.84,2464.735,9.332,2494524,NA,NA,NA,NA
"Niger","NER",2019,47.7438381358225,11.7305,50.0305,37.3419285714286,4.41625,34.5445,43.3896,11.04,71.6015714285714,12.9708571428571,63.1655,40.26725,97.1148333333333,NA,78.2774,49.1516363636364,59.39075,"Niger",52.6858333333333,70,61.9666666666667,60.8375,35.625,35,"Niger",67.7778,40,93.3334,70,"Niger",2,5,0.534,0.399,0.338,0.495,0.358,0.472,0.829,0.548,0.96,1.087,0.736,0.848,2851.615,1.192,23310719,NA,NA,NA,NA
"Nigeria","NGA",2019,54.3543807373999,40.4425,57.082625,28.6189230769231,37.0826666666667,33.5115,57.682,25.4505,66.3874285714286,36.5548571428571,72.796,30.48325,94.7562857142857,62.1365,74.2098,39.4826363636364,70.0076666666667,"Nigeria",55.9154166666667,90,62.4,54.84375,32.3333333333333,40,"Nigeria",56.66666667,30,80,60,"Nigeria",2,5,0.525,0.362,0.353,0.362,0.31,0.395,0.896,0.66,0.744,1.078,0.901,0.874,86510.406,4.134,200963603,NA,NA,NA,NA
"Nicaragua","NIC",2019,63.9454903361345,66.9425,47.364,75.7838571428572,73.40675,80.21625,66.7942,59.4005,66.4924285714286,26.409,23.662,66.07175,88.799,61.9478333333333,67.3864,56.5954,62.5018,"Nicaragua",51.3145833333333,80,60.0333333333333,45.38125,36.1583333333333,35,"Nicaragua",51.11113333,50,73.3334,30,"Nicaragua",1,3,0.219,0.047,0.129,0.026,0.121,0.217,-0.781,0.039,-1.743,-0.924,0.11,0.23,3285.6,4.791,6545503,NA,NA,NA,NA
"Netherlands","NLD",2019,77.8934773853597,99.215,70.3515,95.4557692307692,99.3606666666667,80.03425,88.1718,72.29825,82.4238571428571,93.1664285714286,87.918,96.462,39.673,54.7206666666667,68.9814,90.3237272727273,65.5778,"Netherlands",88.5958333333333,100,98.5,71.3625,73.1166666666667,100,NA,NA,NA,NA,NA,"Netherlands",3,9,0.867,0.821,0.589,0.808,0.781,0.971,1.728,1.629,1.926,1.378,0.915,0.934,90864.145,49.449,17344874,NA,NA,NA,NA
"Norway","NOR",2019,81.6347300523006,99.16,63.48075,97.2304615384615,97.9473333333333,87.9225,82.3244,98.623,82.1098571428571,91.7751428571429,99.7185,97.73725,41.4662857142857,74.5935,61.611,90.9413636363636,90.1964,"Norway",89.09375,100,92.2333333333333,77.56875,75.6666666666667,100,NA,NA,NA,NA,NA,"Norway",3,8,0.889,0.852,0.637,0.86,0.849,0.963,1.867,1.56,2.097,1.786,0.91,0.966,32106.604,56.619,5347896,NA,NA,NA,NA
"Nepal","NPL",2019,65.4898349702381,75.4595,60.0852857142857,60.2594285714286,82.36375,44.37825,68.9652,47.71175,70.0754285714286,35.9594285714286,80.2225,49.164,92.6875714285714,NA,69.462,56.457,57.3596,"Nepal",52.2291666666667,70,61.3333333333333,68.0375,41.775,20,"Nepal",74.44443333,50,93.3333,80,"Nepal",2,6,0.601,0.478,0.396,0.405,0.391,0.612,0.995,0.905,1.128,0.919,0.86,0.807,8372.969,2.735,28608715,NA,NA,NA,NA
"New Zealand","NZL",2019,76.4831231060606,NA,56.128,93.0624285714286,93.0573333333333,86.26,83.8634,83.39925,82.6645714285714,88.9681428571429,78.125,97.83425,43.9018571428572,55.0181666666667,49.2604,91.4106363636364,71.3952,"New Zealand",83.50375,100,91.6333333333333,71.51875,64.3666666666667,90,NA,NA,NA,NA,NA,"New Zealand",3,9,0.894,0.842,0.694,0.77,0.792,0.967,1.766,1.603,1.694,1.612,0.873,0.955,19529.561,37.97,4979200,NA,NA,NA,NA
"Oman","OMN",2019,64.2263305555555,NA,59.787875,84.3343571428571,88.353,32.63225,38.585,68.54225,78.6943333333333,60.2107142857143,NA,67.1035,68.1814285714286,78.2066666666667,58.786,76.202,65.77225,"Oman",50.8695833333333,70,44.4,44.05625,55.8916666666667,40,NA,NA,NA,NA,NA,"Oman",0,0,0.176,0.14,0.126,0.069,0.186,0.71,-0.261,0.547,-0.195,-0.748,0.238,0.141,11326.061,21.73,4974992,NA,NA,NA,NA
"Pakistan","PAK",2019,57.3325596090184,75.4915,43.56975,44.5985384615385,53.0755,34.159,48.5798,55.76,58.6238571428571,30.115,90.074,38.29975,88.2308571428571,63.0798333333333,65.5558,44.8357272727273,43.9046,"Pakistan",61.0054166666667,100,60.9666666666667,73.29375,40.7666666666667,30,"Pakistan",71.11113333,50,93.3334,70,"Pakistan",1,3,0.379,0.239,0.244,0.301,0.137,0.302,0.394,0.453,0.173,0.415,0.544,0.589,103529.067,4.564,216565317,NA,NA,NA,NA
"Panama","PAN",2019,67.8634035968933,94.788,46.814875,82.5075,75.0135,61.685,73.2798,73.93425,70.6804285714286,46.1088571428571,18.5915,82.31475,81.4851428571428,70.2951666666667,65.957,62.4720909090909,59.112,"Panama",60.5845833333333,80,62.8,65.20625,64.9166666666667,30,"Panama",73.33333333,50,90,80,"Panama",2,6,0.735,0.541,0.446,0.578,0.482,0.86,1.187,1.342,0.649,1.02,0.9,0.804,10994.848,24.98,4246440,NA,NA,NA,NA
"Peru","PER",2019,71.0360414056532,84.959,67.7115,80.7694285714286,95.317,68.0465,77.1384,72.11125,68.4834285714286,45.1612857142857,45.172,63.68425,89.0301428571429,78.4725,54.3088,58.9678181818182,64.7794,"Peru",68.0129166666667,90,85.7666666666667,77.33125,46.9666666666667,40,"Peru",80,80,100,60,"Peru",2,6,0.805,0.697,0.586,0.599,0.526,0.875,1.444,1.266,1.62,1.341,0.926,0.925,37253.842,10.937,32510462,NA,NA,NA,NA
"Philippines","PHL",2019,66.2556257002801,78.881,64.965375,60.576,84.69125,62.36725,69.5076,57.8005,65.4084285714286,46.6672857142857,42.249,60.454,90.7707142857143,74.7271666666667,57.0506,53.118,61.8578,"Philippines",75.3933333333333,100,88.2666666666667,75.175,78.525,35,"Philippines",81.11113333,50,93.3334,100,"Philippines",1,3,0.451,0.296,0.313,0.385,0.204,0.467,0.639,0.731,0.268,0.66,0.76,0.655,87028.572,7.552,108116622,NA,NA,NA,NA
"Papua New Guinea","PNG",2019,52.1150790454643,30.6005,40.3674285714286,42.6838461538461,51.90225,44.522,43.955,27.9855,75.9334,8.97185714285714,43.6875,50.853,96.4724285714286,72.0871666666667,63.244,55.2686666666667,42.5308,"Papua New Guinea",40.50625,60,55.2666666666667,50.68125,16.5833333333333,20,"Papua New Guinea",52.22216667,50,66.6665,40,"Papua New Guinea",1,3,0.453,0.348,0.278,0.266,0.255,0.267,0.764,0.527,0.581,1.029,0.861,0.784,3688.152,4.035,8776119,NA,NA,NA,NA
"Poland","POL",2019,80.6273259167303,98.95,64.050125,87.7904285714286,97.856,70.61,80.5452,72.7655,82.5222857142857,77.6364285714286,97.2315,93.53,66.838,72.3093333333333,90.4456,78.8432727272727,59.5502,"Poland",89.0708333333333,100,95.1,70.5375,79.7166666666667,100,"Poland",82.22223333,90,76.6667,80,"Poland",2,6,0.684,0.507,0.447,0.451,0.597,0.918,0.896,1.024,0.685,0.707,0.915,0.677,111227.209,27.28,37965475,NA,NA,NA,NA
"Portugal","PRT",2019,79.2661428253119,98.9185,63.304875,92.7527142857143,96.613,80.037,79.5088,83.17475,79.4965714285714,76.998,84.41,97.078,64.9377142857143,50.157,70.7748,84.0766363636364,62.0094,"Portugal",86.2591666666667,100,90.7666666666667,71.0375,69.4916666666667,100,NA,NA,NA,NA,NA,"Portugal",3,9,0.883,0.82,0.619,0.829,0.791,0.971,1.756,1.59,1.536,1.648,0.967,0.969,31609.988,28.813,10286263,NA,NA,NA,NA
"Paraguay","PRY",2019,66.9304566636489,93.427,72.108375,72.0126153846154,73.70325,65.35525,76.7642,84.7445,68.416,40.1931428571429,24.366,69.30575,81.3437142857143,NA,48.5396,49.3269090909091,62.641,"Paraguay",59.3795833333333,70,63.0666666666667,76.43125,32.4,55,"Paraguay",65.55556667,60,76.6667,60,"Paraguay",2,6,0.587,0.423,0.366,0.377,0.241,0.633,0.833,0.904,0.478,0.8,0.736,0.744,7186.629,9.582,7044639,NA,NA,NA,NA
"Qatar","QAT",2019,61.8549220634921,NA,65.321,89.8367857142857,92.26525,56.07875,52.9176,66.44075,63.9673333333333,81.8524285714286,NA,64.54,40.4918333333333,80.3786,51.9983333333333,74.6806666666667,47.0545,"Qatar",55.1783333333333,80,61.9666666666667,47.325,56.6,30,NA,NA,NA,NA,NA,"Qatar",0,0,0.04,0.084,0.02,0.093,0.12,0,-1.166,-1.462,-1.257,-0.835,0.177,0.098,23733.401,80.19,2832071,NA,NA,NA,NA
"Romania","ROU",2019,76.6812093837535,98.2385,68.552,81.4333571428572,86.58075,54.0315,76.9286,79.24975,78.9932857142857,63.9898571428571,77.2185,89.87625,69.9731428571429,86.3064,78.2352,77.5352,49.2276,"Romania",79.1779166666667,100,87.1666666666667,56.73125,71.9916666666667,80,"Romania",78.88886667,80,76.6666,80,"Romania",2,6,0.745,0.554,0.555,0.385,0.556,0.866,1.159,1.41,0.419,0.975,0.917,0.857,41177.59,19.703,19371648,NA,NA,NA,NA
"Russian Federation","RUS",2019,72.5398076815342,98.7295,58.4207142857143,79.8954615384615,95.881,65.68975,74.326,62.9615,74.1201428571429,73.741,76.5715,91.1313333333333,74.9424285714286,53.324,65.9824,56.1866,61.2824,"Russian Federation",77.8504166666667,93.4,83.6666666666667,58.51875,63.6666666666667,90,"Russian Federation",82.22223333,90,76.6667,80,"Russia",1,3,0.26,0.105,0.152,0.129,0.196,0.342,-0.238,0.245,-0.862,-0.234,0.337,0.305,397041.955,25.606,144406261,NA,NA,NA,NA
"Rwanda","RWA",2019,59.1282897930195,20.2275,60.620875,57.8758571428572,52.85125,76.0395,58.93,31.53775,74.92,29.852,34.9015,62.18775,94.445,NA,67.5646,67.1394545454546,58.6166,"Rwanda",62.45875,80,72.4333333333333,69.61875,45.2416666666667,45,"Rwanda",65.55556667,50,96.6667,50,"Rwanda",1,3,0.228,0.12,0.187,0.217,0.21,0.346,-0.275,0.17,-0.269,-0.483,0.075,0.219,3062.056,2.327,12626938,NA,NA,NA,NA
"Saudi Arabia","SAU",2019,58.799417936508,NA,55.83925,78.5178571428572,74.909,39.50875,51.828,67.2685,64.5181666666667,68.4588571428572,NA,57.38225,52.7595714285714,63.4215,48.1285,71.8813333333333,55.7304,"Saudi Arabia",57.71875,60,60.7333333333333,47.21875,70.6416666666667,50,NA,NA,NA,NA,NA,"Saudi Arabia",0,0,0.015,0.047,0.022,0.047,0.11,0,-1.263,-1.566,-1.051,-1.08,0.059,0.089,121988.73,33.263,34268529,NA,NA,NA,NA
"Sudan","SDN",2019,50.7670386554622,56.375,25.1427142857143,51.7658571428572,31.80725,37.14025,32.358,56.1565,49.9148571428571,17.797,75.0325,40.733,92.9174285714286,61.7174,59.1884,40.9201,35.9854,"Sudan",39.49125,53.4,57.9333333333333,55.65625,20.4666666666667,10,"Sudan",71.1111,50,93.3333,70,"Sudan",1,3,0.207,0.076,0.118,0.189,0.078,0.076,-0.058,0.194,-0.743,0.195,0.328,0.426,23263.694,4.99,42813237,NA,NA,NA,NA
"Senegal","SEN",2019,61.4338544117647,59.884,60.982375,59.277,27.99525,48.902,62.004,40.16,76.1465714285714,32.6434285714286,59.132,68.9355,94.424,68.4205,64.3978,58.8303,64.9578,"Senegal",65.9004166666667,80,81.0333333333333,66.91875,51.55,50,"Senegal",80,80,90,70,"Senegal",2,7,0.725,0.573,0.472,0.606,0.526,0.775,1.297,1.169,0.844,1.466,0.893,0.936,5487.269,3.207,16296362,NA,NA,NA,NA
"Singapore","SGP",2019,68.8327985347985,NA,73.1015,94.5846923076923,98.7825,69.20975,64.0754,72.373,65.8811428571429,91.0185714285714,NA,95.791,41.1915714285714,52.0708,24.9775,85.0953,47.31425,"Singapore",78.1091666666667,100,100,42.1625,73.3833333333333,75,NA,NA,NA,NA,NA,"Singapore",1,3,0.411,0.333,0.117,0.349,0.348,0.783,0.302,0.667,0.548,-0.071,0.446,0.367,44333.702,72.025,5703569,NA,NA,NA,NA
"Sierra Leone","SLE",2019,56.0145955309396,30.79,53.81025,36.4764285714286,56.16425,39.78175,49.4928,18.77525,66.3028571428571,14.9865714285714,69.7005,50.096,97.7965714285714,78.5851666666667,63.7856,54.6165454545455,71.71625,"Sierra Leone",53.1533333333333,90,65.2333333333333,62.05,28.4833333333333,20,"Sierra Leone",55.55556667,30,86.6667,50,"Sierra Leone",2,5,0.542,0.382,0.366,0.484,0.35,0.509,0.916,0.752,0.514,1.193,0.862,0.827,1327.129,1.673,7813207,NA,NA,NA,NA
"El Salvador","SLV",2019,67.9457447224344,92.882,52.737625,80.4568571428572,79.51175,65.80425,74.518,71.7915,65.8951428571429,35.216,57.7405,70.71775,87.2091428571429,44.1435,57.5672,56.3809090909091,69.3192,"El Salvador",68.7933333333333,90,79.9333333333333,69.15,44.8833333333333,60,"El Salvador",88.8889,90,96.6667,80,"El Salvador",2,6,0.6,0.401,0.353,0.306,0.288,0.651,0.814,0.947,0.449,0.701,0.811,0.723,3667.03,5.335,6453550,NA,NA,NA,NA
"Somalia","SOM",2019,44.6703918498169,20.9375,20.4298333333333,18.1233076923077,46.113,19.26775,47.535,44.09725,60.9631666666667,8.35742857142857,NA,78.434,94.4054,50.2568,54.443,26.4375,25,"Somalia",25.9479166666667,46.6,36.0333333333333,45.45625,1.65,0,"Somalia",26.66666667,10,50,20,"Somalia",0,0,0.152,0.101,0.078,0.171,0.073,0,0.032,-0.746,0.33,-0.004,0.483,0.5,2710.709,1.714,15442906,NA,NA,NA,NA
"Serbia","SRB",2019,77.991025879329,98.3895,76.20025,83.9158571428571,94.6595,60.66225,76.9822,73.13825,74.7508571428571,64.7254285714286,75.266,86.078,85.0103333333333,NA,65.803,70.0854545454545,76.3452,"Serbia",76.1229166666667,100,67.3666666666667,68.43125,64.8166666666667,80,"Serbia",88.8889,80,96.6667,90,"Serbia",1,3,0.368,0.287,0.245,0.222,0.316,0.381,0.395,0.526,0.274,0.321,0.812,0.434,10717.381,14.117,6945235,NA,NA,NA,NA
"South Sudan","SSD",2019,38.1715261904762,0,26.6162857142857,24.548,1.23175,53.70625,41.62,11.45775,51.3276666666667,1.595,32.901,27.3736666666667,95.597,NA,68.34275,44.1658,31.1215,"South Sudan",30.8291666666667,20,41.7666666666667,45.7875,16.5916666666667,30,"South Sudan",45.55556667,30,66.6667,40,"South Sudan",0,0,0.164,0.062,0.065,0.044,0.041,0,-0.784,-0.821,-0.714,-0.933,0.058,0.131,25187.076,21.725,11062114,NA,NA,NA,NA
"Sao Tome and Principe","STP",2019,61.3941938159879,46.5515,55.961,65.1984615384615,58.13525,42.70525,50.363,37.9005,47.3255,29.7255,48.5335,77.153,95.8056666666667,79.7863333333333,75.946,78.2578333333333,56.0305,"Sao Tome and Principe",40.3008333333333,60,24.7333333333333,42.9375,43.8333333333333,30,"Sao Tome and Principe",63.33333333,50,80,60,"Sao Tome and Principe",2,6,0.703,0.583,0.443,0.533,0.491,0.845,1.126,1.187,1.038,0.975,0.715,0.833,75.415,3.367,215048,NA,NA,NA,NA
"Suriname","SUR",2019,69.6929068754775,98.4825,67.062,71.7610714285714,68.46075,64.27875,70.99925,71.05575,45.9916666666667,33.9038,45.562,86.4673333333333,80.5356666666667,76.8568333333333,73.611,67.3075454545455,73.486,"Suriname",48.8029166666667,50,62.4333333333333,46.63125,49.95,35,"Suriname",71.11113333,40,83.3334,90,"Suriname",2,6,0.742,0.58,0.467,0.604,0.54,0.852,1.216,1.17,0.795,1.311,0.824,0.841,730.714,11.752,581363,NA,NA,NA,NA
"Slovak Republic","SVK",2019,78.9497816287879,99.0805,69.7725,88.5319285714286,80.5736666666667,68.87675,82.661,76.69725,73.0794285714286,70.2095714285714,100,94.436,61.4085714285714,NA,86.6754,77.9242727272727,54.68,"Slovak Republic",85.595,90,94.9333333333333,69.95,73.0916666666667,100,NA,NA,NA,NA,NA,"Slovakia",2,7,0.846,0.746,0.626,0.668,0.676,0.945,1.551,1.514,1.389,1.296,0.947,0.936,17931.699,30.938,5454147,NA,NA,NA,NA
"Slovenia","SVN",2019,80.5708563461049,99.337,66.135375,93.4193846153846,94.113,73.89725,90.316,79.76675,78.4704285714286,78.2924285714286,100,94.2373333333333,50.5835714285714,71.223,81.6788,81.2926363636364,61.3326,"Slovenia",88.60125,100,96.9333333333333,76.28125,69.7916666666667,100,NA,NA,NA,NA,NA,"Slovenia",3,8,0.811,0.743,0.605,0.706,0.715,0.94,1.487,1.384,1.661,1.28,0.95,0.864,7913.769,35.588,2088385,NA,NA,NA,NA
"Sweden","SWE",2019,85.4457956073338,98.8145,69.3485,96.7580833333333,98.8786666666667,90.7495,92.9528,97.94825,81.2042857142857,97.9597142857143,94.6525,94.11625,55.2728571428571,68.7596666666667,67.7074,89.0728181818182,81.8324,"Sweden",88.8641666666667,100,94.8666666666667,75.2375,74.2166666666667,100,NA,NA,NA,NA,NA,"Sweden",3,9,0.901,0.871,0.649,0.833,0.824,0.947,1.902,1.535,2.355,1.79,0.947,0.965,52524.083,48.804,10278887,NA,NA,NA,NA
"Eswatini","SWZ",2019,55.4502269345238,32.694,42.5955,37.9542857142857,58.62,67.6395,50.44375,65.305,46.91675,38.2801666666667,11.831,88.5886666666667,85.1673333333333,NA,41.5745,61.8474285714286,60.42175,"Eswatini",50.8504166666667,90,22.4333333333333,63.69375,38.125,40,"Eswatini",66.66666667,40,90,70,"Eswatini",0,0,0.134,0.112,0.116,0.07,0.079,0.315,-0.462,-0.004,0.144,-0.705,0.175,0.193,1088.171,9.007,1148133,NA,NA,NA,NA
"Syrian Arab Republic","SYR",2019,58.3646074929972,84.4875,40.069875,66.1838571428571,37.83475,31.522,61.6644,64.3745,65.052,23.9214285714286,54.5405,76.1155,91.0045,50.6848,53.7528,54.0051666666667,43.66925,"Syrian Arab Republic",24.11375,16.6,24.8333333333333,38.09375,16.0416666666667,25,"Syrian Arab Republic",26.66666667,10,60,10,"Syria",0,0,0.138,0.027,0.049,0.019,0.062,0,-1.461,-1.106,-1.317,-1.568,0.044,0.042,7872.454,4.282,17070132,NA,NA,NA,NA
"Chad","TCD",2019,42.3438443452381,26.43,30.7784285714286,23.8238571428571,9.657,21.846,44,1.1735,68.5161666666667,8.62185714285714,63.0405,36.2236666666667,91.4188333333333,NA,74.1252,35.012,43.7595,"Chad",38.8833333333333,56.6,51.5333333333333,52.35,18.9333333333333,15,"Chad",50.00003333,10,80.0001,60,"Chad",1,3,0.273,0.089,0.129,0.135,0.102,0.105,-0.279,-0.043,-1.088,-0.006,0.555,0.547,2801.034,1.717,15946882,NA,NA,NA,NA
"Togo","TGO",2019,56.3043668767507,29.724,58.472375,44.5045714285714,73.942,40.33,51.0152,28.94425,72.5775714285714,21.3568571428571,40.904,50.65325,96.1244285714286,70.876,77.083,46.299,55.3544,"Togo",60.8804166666667,90,59.8333333333333,68.54375,41.025,45,"Togo",74.44443333,50,93.3333,80,"Togo",1,3,0.412,0.214,0.249,0.333,0.329,0.328,0.272,0.389,-0.412,0.512,0.844,0.748,1565.042,1.804,8082359,NA,NA,NA,NA
"Thailand","THA",2019,72.8967035714286,98.5095,57.493875,79.7957142857143,97.183,64.6565,75.2622,72.2915,77.8868571428572,60.2567142857143,73.421,69.499,77.175,63.6225,61.7404,65.3818,62.2954,"Thailand",76.1108333333333,100,76.4666666666667,76.2375,57.85,70,"Thailand",80,80,90,70,"Thailand",0,0,0.205,0.185,0.12,0.056,0.159,0.184,0.011,0.054,0.664,-0.127,0.171,0.438,124869.52,16.956,69625581,NA,NA,NA,NA
"Tajikistan","TJK",2019,67.1767421875,72.5375,66.834125,68.5497142857143,68.73425,51.49175,59.3002,86.63175,71.1368333333333,19.6142857142857,76.4385,68.1405,91.8245,NA,60.8665,64.0226,51.6952,"Tajikistan",56.0904166666667,90,31.3666666666667,65.49375,43.5916666666667,50,"Tajikistan",73.33333333,60,90,70,"Tajikistan",1,3,0.165,0.043,0.055,0.043,0.071,0.053,-1.02,-0.41,-1.478,-0.922,0.082,0.107,3589.353,3.735,9321023,NA,NA,NA,NA
"Turkmenistan","TKM",2019,65.688956947497,98.902,57.1194285714286,69.4266923076923,86.4675,77.56275,47.5072,62.663,69.5936666666667,19.866,NA,74.3375,78.9366666666667,NA,63.1402,71.33,44.64275,"Turkmenistan",23.1408333333333,46.6,0.633333333333333,41.7875,11.6833333333333,15,"Turkmenistan",34.44443333,30,53.3333,20,"Turkmenistan",1,2,0.15,0.037,0.032,0.037,0.084,0.087,-1.289,-0.436,-1.254,-1.569,0.025,0.043,15715.28,25.029,5942094,NA,NA,NA,NA
"Trinidad and Tobago","TTO",2019,64.0059504349817,98.324,48.17975,81.9182307692308,72.639,66.59025,70.60925,56.195,71.789,38.1871428571429,NA,95.663,61.7796666666667,51.5161666666667,48.459,55.209,65.02875,"Trinidad and Tobago",42.5433333333333,60,27.2666666666667,40.225,45.225,40,"Trinidad and Tobago",47.77776667,50,53.3333,40,"Trinidad and Tobago",3,8,0.745,0.641,0.476,0.674,0.601,0.828,1.332,1.184,1.308,1.307,0.83,0.86,4021.643,28.035,1394969,NA,NA,NA,NA
"Tunisia","TUN",2019,72.7305724745842,97.717,62.7075,77.6152307692308,86.1946666666667,52.501,62.3782,69.0635,62.456,52.9202857142857,80.8475,87.5855,85.7941428571429,62.7986666666667,61.4874,66.8772727272727,75.0522,"Tunisia",64.9008333333333,90,85.6666666666667,64.8625,53.975,30,"Tunisia",71.11113333,70,83.3334,60,"Tunisia",2,6,0.724,0.631,0.485,0.651,0.582,0.806,1.323,1.138,1.721,1.124,0.742,0.87,13397.583,10.859,11694721,NA,NA,NA,NA
"Türkiye","TUR",2019,69.8569209192768,97.124,64.90825,82.1938181818182,91.281,45.43925,71.6226,72.2173333333333,63.2968571428571,68.1182857142857,45.031,84.31025,75.3427142857143,57.1863333333333,51.398,62.9063636363636,68.5896,"Turkiye",86.47125,100,84,86.08125,62.275,100,"Turkey",81.11113333,90,83.3334,70,"Türkiye",1,3,0.29,0.113,0.191,0.104,0.228,0.402,-0.25,0.468,-0.942,-0.656,0.063,0.189,209484.095,23.599,83429607,NA,NA,NA,NA
"Tanzania","TZA",2019,56.509333218742,24.1785,57.156,47.3086428571429,46.68875,67.24825,49.3822,32.41525,73.8477142857143,26.7868571428571,50.3775,60.159,95.2931428571429,69.8851666666667,61.6286,46.6980909090909,52.5,"Tanzania",58.2345833333333,76.6,60.7,68.78125,40.0916666666667,45,"Tanzania",62.22223333,30,86.6667,70,"Tanzania",1,3,0.391,0.337,0.26,0.346,0.328,0.45,0.614,0.625,1.049,0.388,0.657,0.617,14660.04,2.455,58005461,NA,NA,NA,NA
"Uganda","UGA",2019,54.4209445616883,23.8435,60.85225,49.0582142857143,41.4085,60.01425,47.0342,45.34975,70.035,30.6665714285714,39.7475,48.76025,95.746,NA,62.0138,43.8307272727273,53.0326,"Uganda",67.5708333333333,100,64.2,74.7875,33.8666666666667,65,"Uganda",67.7778,50,83.3334,70,"Uganda",1,3,0.292,0.213,0.207,0.257,0.174,0.127,0.03,0.024,0.468,-0.003,0.459,0.604,9512.254,2.072,44269587,NA,NA,NA,NA
