"country_name.x","country_code","year","sdg_overall","goal1","goal2","goal3","goal4","goal5","goal6","goal7","goal8","goal9","goal10","goal11","goal12","goal14","goal15","goal16","goal17","country_name.y","spi_comp","p1_use","p2_services","p3_products","p4_sources","p5_infra","country_name.x.x","sci_overall","sci_method","sci_periodicity","sci_source","country_name.y.y","regime_type","regime_type_amb","elect_dem","lib_dem","part_dem","delib_dem","egal_dem","freefair","accountability","vt_account","hz_account","diag_account","academ_free","freexp_altinfo","gdp","gdp_pc","population","stat_yb_cov","stat_yb_pub","census","stat_agency"
"Ukraine","UKR",2019,72.1895233667374,NA,61.905125,76.1281538461538,75.85775,61.2555,75.3054,69.59875,66.0302857142857,49.5065714285714,98.7185,86.59825,80.119,61.5153333333333,79.5314,64.4414545454545,65.4954,"Ukraine",72.4741666666667,100,46.0666666666667,67.3375,48.9666666666667,100,"Ukraine",72.2222,100,76.6666,40,"Ukraine",2,5,0.524,0.317,0.326,0.456,0.361,0.578,0.699,0.84,0.107,0.776,0.587,0.741,47673.998,10.074,44386203,NA,NA,NA,NA
"Uruguay","URY",2019,77.1449261713776,98.4225,64.054875,85.7227857142857,95.1145,73.934,76.9848,97.4435,81.2768571428571,57.1022857142857,53.661,90.89375,70.8231428571429,59.7996666666667,58.1124,81.1161818181818,82.0935,"Uruguay",66.9920833333333,100,83.9,65.99375,65.0666666666667,20,"Uruguay",77.7778,70,83.3334,80,"Uruguay",3,9,0.899,0.84,0.736,0.842,0.802,0.967,1.771,1.567,1.494,1.753,0.964,0.971,7648.252,20.928,3461731,NA,NA,NA,NA
"United States","USA",2019,73.5970473075944,99.3785,68.5585,88.6273076923077,94.0973333333333,73.75125,81.6732,73.206,78.2707142857143,96.4097142857143,51.844,89.18175,53.7924285714286,64.6398333333333,54.968,68.7852727272727,54.069,"United States",87.2570833333333,100,94,63.11875,79.1666666666667,100,NA,NA,NA,NA,NA,"United States of America",3,9,0.812,0.737,0.58,0.623,0.633,0.856,1.477,1.206,1.466,1.527,0.908,0.892,2118706.309,60.641,328329953,NA,NA,NA,NA
"Uzbekistan","UZB",2019,65.7862031364469,57.22,65.4315,76.2287692307692,77.225,60.97475,56.7676,63.56175,68.5792857142857,39.4574285714286,71.545,56.3033333333333,90.1063333333333,NA,63.6476,57.5441,55.7948,"Uzbekistan",53.24,60,56,50.125,35.075,65,"Uzbekistan",64.44443333,70,83.3333,40,"Uzbekistan",1,2,0.204,0.077,0.055,0.184,0.152,0.226,-0.592,-0.05,-1.202,-0.461,0.203,0.215,37340.702,10.696,33580350,NA,NA,NA,NA
"Venezuela, RB","VEN",2019,61.359188003663,28.1065,49.723625,66.3924615384615,78.136,66.49825,75.834,75.36825,72.441,36.0731428571429,28.5715,61.342,82.1335,81.4821666666667,72.4664,27.6964,54.254,"Venezuela, RB",43.535,46.6,59.9,52.075,34.1,25,"Venezuela, RB",57.77776667,30,83.3333,60,"Venezuela",1,3,0.207,0.059,0.158,0.041,0.126,0.074,-0.67,-0.304,-1.042,-0.497,0.251,0.24,3113.377,1.19,28515829,NA,NA,NA,NA
"Vietnam","VNM",2019,71.6486268016298,94.954,70.31275,70.4469285714286,97.217,72.435,71.611,73.28525,75.5787142857143,52.3508571428572,70.388,78.30475,82.2238571428571,47.2455,39.9972,63.3801818181818,68.05,"Viet Nam",60.1254166666667,100,64,55.06875,46.5583333333333,35,"Vietnam",78.8889,60,86.6667,90,"Vietnam",0,1,0.212,0.121,0.189,0.205,0.217,0.494,-0.348,0.078,0.067,-0.495,0.296,0.13,71416.028,6.961,96462108,NA,NA,NA,NA
"Yemen, Rep.","YEM",2019,46.8780960784314,10.137,36.6365,46.2530714285714,28.339,7.32375,35.2708,42.35675,53.765,14.7142857142857,66.2925,47.7865,96.0051428571428,74.9576666666667,51.033,38.7156666666667,50.0225,"Yemen, Rep.",32.9245833333333,60,25.5333333333333,37.90625,21.1833333333333,20,"Yemen, Rep.",38.88886667,40,76.6666,0,"Yemen",0,0,0.119,0.04,0.066,0.029,0.023,0,-0.681,-0.843,-0.956,-0.616,0.194,0.201,4498.425,1.49,29161922,NA,NA,NA,NA
"South Africa","ZAF",2019,62.3575670486376,52.387,53.50175,54.6075,80.89475,73.79775,60.8504,59.916,67.048,70.6514285714286,0,63.98025,82.7857142857143,70.6476666666667,57.1122,57.2143636363636,72.5192,"South Africa",74.3083333333333,76.6,85.5,75.075,69.3666666666667,65,"South Africa",75.55556667,80,86.6667,60,"South Africa",2,6,0.711,0.607,0.462,0.617,0.474,0.756,1.253,1.092,1.286,1.221,0.833,0.845,69786.212,11.345,58558267,NA,NA,NA,NA
"Zambia","ZMB",2019,53.1445024485931,10.151,53.1825,43.0965714285714,64.723,54.26225,54.4744,43.66125,67.662,29.9704285714286,10,48.10975,94.6194285714286,NA,68.984,46.7487272727273,62.6104,"Zambia",59.1875,90,57.8,70.4625,37.675,40,"Zambia",55.55556667,50,76.6667,40,"Zambia",1,3,0.335,0.278,0.241,0.242,0.209,0.215,0.374,0.21,1.074,0.398,0.686,0.658,5382.952,2.892,17861034,NA,NA,NA,NA
"Zimbabwe","ZWE",2019,55.8128602002164,21.317,47.5965,41.1445,55.7975,74.0195,52.1574,40.7695,65.8988571428571,34.306,23.981,75.094,96.052,NA,75.7002,45.2692727272727,46.4742,"Zimbabwe",61.6525,90,59.9333333333333,70.2375,43.0916666666667,45,"Zimbabwe",56.66663333,30,79.9999,60,"Zimbabwe",1,3,0.288,0.195,0.234,0.205,0.182,0.151,0.037,0.069,0.326,0.043,0.158,0.437,4870.709,3.111,14645473,NA,NA,NA,NA
"Sub-Saharan Africa","_Africa",2019,52.7438467787115,26.561,54.52075,40.5977142857143,39.233,47.5405,50.4808,33.711,67.0054285714286,28.1442857142857,40.2215,48.56975,94.759,66.331,66.359,44.916,50.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRICS members","_BRICS",2019,66.146675,90.023,65.965625,73.7797857142857,86.12625,57.1515,64.8126,66.8685,74.2901428571429,65.1908571428571,34.8495,62.6275,79.1927142857143,58.1735,49.073,54.0204,55.4466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRICSplus members","_BRICSplus",2019,65.3605217787115,88.123,65.374375,73.051,82.407,56.47525,60.077,65.7645,73.495,64.0161428571429,35.216,62.78375,79.7762857142857,58.6036666666667,50.4026,54.0591,55.0822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eastern Europe and Central Asia","_E_Euro_Asia",2019,70.5938139136905,85.4645,60.414625,75.1816428571428,85.7915,59.97125,67.9026,62.471,68.6338571428571,54.1944285714286,82.131,79.0035,79.0072857142857,NA,69.711,58.9665,60.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East and South Asia","_E_S_Asia",2019,65.0795340781767,87.9885,64.538625,70.3620714285714,82.5845,55.1005,63.8222,63.3745,72.7811428571429,60.3944285714286,37.817,57.61125,81.5562857142857,60.3245,48.9992,55.8449090909091,53.0288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"High-income Countries","_HIC",2019,76.6971194232239,99.226,69.406625,91.7587857142857,95.094,72.50375,69.7728,74.93725,79.2862857142857,93.4571428571429,73.8205,91.478,54.791,64.6756666666667,65.9514,78.5680909090909,63.4174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latin America and the Caribbean","_LAC",2019,69.5496562579577,80.4555,63.639125,76.9562142857143,87.67075,70.43025,78.1442,79.18125,70.3067142857143,52.6932857142857,20.235,79.8205,82.4901428571429,61.35,60.9528,55.1540909090909,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Low-income Countries","_LIC",2019,50.7871564616756,21.2205,51.070125,41.9345714285714,33.40075,42.6395,44.8844,31.70375,60.8435714285714,18.9254285714286,50.031,47.80125,95.9604285714286,73.8365,63.9236,42.8288181818182,43.5828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lower-middle-income Countries","_LMIC",2019,61.8095929717341,76.19,55.52,60.5809285714286,71.949,44.972,59.134,57.49275,70.748,44.3791428571429,47.8365,54.10825,87,63.541,54.5278,54.8559090909091,53.2048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Middle East and North Africa","_MENA",2019,64.4828044117647,82.743,58.074375,72.7694285714286,66.288,41.589,51.572,65.2265,63.6052857142857,50.8721428571428,75.389,65.997,82.5351428571429,65.5256666666667,56.6245,58.2983,60.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","_OECD",2019,76.5818510695187,97.187,68.2315,90.3982857142857,95.469,72.852,81.5142,74.70425,77.3908571428571,91.8545714285714,65.2365,90.273,58.9142857142857,63.3993333333333,64.3316,73.8098181818182,64.7036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oceania","_Oceania",2019,52.5212833333333,37.156,36.0113333333333,42.9866666666667,57.8045,45.294,15.954,32.29425,65.8935,16.7082,50.609,76.0945,92.779,65.722,51.1996666666667,63.0442,47.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Small Island Developing States","_SIDS",2019,64.1439678840767,62.8655,60.10625,65.3779230769231,79.06975,61.3715,54.62775,53.4355,68.876,46.1888333333333,51.0155,77.9483333333333,78.314,68.6813333333333,51.3146666666667,62.4157142857143,57.8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Upper-middle-income Countries","_UMIC",2019,70.0464815317036,92.542,73.282875,80.1367142857143,93.95675,70.551,69.576,69.7285,72.6951428571429,71.1585714285714,31.2365,74.4235,77.4427142857143,57.4578333333333,53.381,59.5638181818182,59.7586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"World","_World",2019,65.2992666221034,79.1625,63.057375,70.2356428571429,78.2605,57.5005,61.5964,61.96725,71.8901428571429,62.1864285714286,39.147,65.32125,79.4572857142857,61.8445,56.7262,58.3610909090909,56.5498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
